"TIME","CH3","CH4"
-6.8140e-02,0.008,0.142
-6.8130e-02,0.016,0.134
-6.8120e-02,0.012,0.134
-6.8110e-02,0.012,0.136
-6.8100e-02,0.008,0.136
-6.8090e-02,0.008,0.136
-6.8080e-02,0.004,0.134
-6.8070e-02,0.004,0.132
-6.8060e-02,0.012,0.14
-6.8050e-02,-5.68434e-17,0.14
-6.8040e-02,0.004,0.136
-6.8030e-02,0.008,0.138
-6.8020e-02,0.008,0.132
-6.8010e-02,0.012,0.132
-6.8000e-02,0.004,0.134
-6.7990e-02,0.004,0.138
-6.7980e-02,0.012,0.132
-6.7970e-02,0.004,0.138
-6.7960e-02,0.024,0.136
-6.7950e-02,0.02,0.138
-6.7940e-02,0.008,0.124
-6.7930e-02,0.016,0.136
-6.7920e-02,0.004,0.138
-6.7910e-02,0.012,0.138
-6.7900e-02,0.016,0.128
-6.7890e-02,0.012,0.138
-6.7880e-02,0.008,0.13
-6.7870e-02,0.004,0.136
-6.7860e-02,0.004,0.134
-6.7850e-02,0.016,0.13
-6.7840e-02,0.012,0.136
-6.7830e-02,0.012,0.132
-6.7820e-02,0.016,0.14
-6.7810e-02,0.012,0.13
-6.7800e-02,0.012,0.134
-6.7790e-02,0.004,0.136
-6.7780e-02,0.004,0.13
-6.7770e-02,0.012,0.134
-6.7760e-02,0.004,0.132
-6.7750e-02,0.016,0.132
-6.7740e-02,0.016,0.14
-6.7730e-02,0.004,0.132
-6.7720e-02,0.012,0.136
-6.7710e-02,0.012,0.136
-6.7700e-02,0.008,0.132
-6.7690e-02,0.012,0.13
-6.7680e-02,0.012,0.134
-6.7670e-02,0.008,0.132
-6.7660e-02,0.008,0.132
-6.7650e-02,0.008,0.138
-6.7640e-02,0.012,0.136
-6.7630e-02,0.02,0.128
-6.7620e-02,0.008,0.134
-6.7610e-02,0.012,0.132
-6.7600e-02,0.008,0.132
-6.7590e-02,0.008,0.134
-6.7580e-02,0.008,0.132
-6.7570e-02,0.012,0.126
-6.7560e-02,0.016,0.134
-6.7550e-02,0.008,0.128
-6.7540e-02,0.008,0.134
-6.7530e-02,0.008,0.12
-6.7520e-02,0.008,0.128
-6.7510e-02,0.004,0.132
-6.7500e-02,0.016,0.132
-6.7490e-02,0.016,0.134
-6.7480e-02,0.012,0.136
-6.7470e-02,0.012,0.134
-6.7460e-02,-5.68434e-17,0.13
-6.7450e-02,0.016,0.13
-6.7440e-02,0.012,0.126
-6.7430e-02,0.004,0.126
-6.7420e-02,0.008,0.13
-6.7410e-02,0.004,0.132
-6.7400e-02,0.004,0.13
-6.7390e-02,-5.68434e-17,0.132
-6.7380e-02,0.008,0.13
-6.7370e-02,0.016,0.128
-6.7360e-02,0.008,0.122
-6.7350e-02,0.004,0.13
-6.7340e-02,0.012,0.13
-6.7330e-02,0.008,0.13
-6.7320e-02,0.012,0.132
-6.7310e-02,0.012,0.126
-6.7300e-02,0.012,0.126
-6.7290e-02,0.004,0.13
-6.7280e-02,0.004,0.126
-6.7270e-02,0.008,0.132
-6.7260e-02,0.008,0.13
-6.7250e-02,0.008,0.128
-6.7240e-02,0.008,0.128
-6.7230e-02,0.008,0.126
-6.7220e-02,0.012,0.126
-6.7210e-02,0.008,0.132
-6.7200e-02,0.016,0.126
-6.7190e-02,0.016,0.13
-6.7180e-02,0.012,0.126
-6.7170e-02,0.012,0.124
-6.7160e-02,-5.68434e-17,0.128
-6.7150e-02,0.024,0.124
-6.7140e-02,0.008,0.126
-6.7130e-02,0.012,0.122
-6.7120e-02,0.012,0.124
-6.7110e-02,0.016,0.128
-6.7100e-02,0.016,0.126
-6.7090e-02,0.004,0.132
-6.7080e-02,0.016,0.122
-6.7070e-02,0.008,0.124
-6.7060e-02,0.012,0.122
-6.7050e-02,0.008,0.12
-6.7040e-02,0.012,0.128
-6.7030e-02,0.004,0.124
-6.7020e-02,0.008,0.122
-6.7010e-02,0.004,0.126
-6.7000e-02,0.012,0.122
-6.6990e-02,0.008,0.128
-6.6980e-02,0.016,0.128
-6.6970e-02,-5.68434e-17,0.122
-6.6960e-02,0.016,0.122
-6.6950e-02,0.012,0.12
-6.6940e-02,0.012,0.12
-6.6930e-02,-5.68434e-17,0.128
-6.6920e-02,0.016,0.122
-6.6910e-02,0.004,0.126
-6.6900e-02,0.016,0.126
-6.6890e-02,0.012,0.12
-6.6880e-02,0.012,0.122
-6.6870e-02,0.016,0.128
-6.6860e-02,-5.68434e-17,0.122
-6.6850e-02,0.012,0.124
-6.6840e-02,0.004,0.12
-6.6830e-02,0.008,0.126
-6.6820e-02,-5.68434e-17,0.124
-6.6810e-02,0.016,0.122
-6.6800e-02,0.008,0.122
-6.6790e-02,0.024,0.126
-6.6780e-02,0.012,0.122
-6.6770e-02,0.012,0.12
-6.6760e-02,0.004,0.124
-6.6750e-02,0.004,0.126
-6.6740e-02,0.004,0.12
-6.6730e-02,0.016,0.126
-6.6720e-02,0.016,0.124
-6.6710e-02,0.008,0.122
-6.6700e-02,-5.68434e-17,0.122
-6.6690e-02,0.012,0.122
-6.6680e-02,0.02,0.124
-6.6670e-02,0.008,0.122
-6.6660e-02,0.008,0.126
-6.6650e-02,0.012,0.124
-6.6640e-02,0.008,0.116
-6.6630e-02,0.012,0.13
-6.6620e-02,0.008,0.12
-6.6610e-02,0.008,0.12
-6.6600e-02,0.016,0.124
-6.6590e-02,0.008,0.122
-6.6580e-02,0.004,0.12
-6.6570e-02,0.008,0.116
-6.6560e-02,0.008,0.124
-6.6550e-02,0.016,0.122
-6.6540e-02,0.012,0.118
-6.6530e-02,0.004,0.124
-6.6520e-02,0.008,0.12
-6.6510e-02,0.016,0.122
-6.6500e-02,0.004,0.126
-6.6490e-02,0.024,0.124
-6.6480e-02,0.004,0.116
-6.6470e-02,0.012,0.112
-6.6460e-02,0.016,0.12
-6.6450e-02,0.008,0.124
-6.6440e-02,0.008,0.126
-6.6430e-02,0.008,0.118
-6.6420e-02,0.016,0.124
-6.6410e-02,0.012,0.124
-6.6400e-02,0.012,0.118
-6.6390e-02,0.008,0.12
-6.6380e-02,0.008,0.12
-6.6370e-02,0.012,0.116
-6.6360e-02,0.008,0.12
-6.6350e-02,0.016,0.126
-6.6340e-02,0.012,0.114
-6.6330e-02,0.012,0.122
-6.6320e-02,0.004,0.118
-6.6310e-02,0.012,0.122
-6.6300e-02,0.004,0.118
-6.6290e-02,0.012,0.114
-6.6280e-02,0.008,0.112
-6.6270e-02,0.012,0.11
-6.6260e-02,0.02,0.122
-6.6250e-02,0.012,0.122
-6.6240e-02,0.008,0.118
-6.6230e-02,0.012,0.116
-6.6220e-02,0.012,0.124
-6.6210e-02,0.008,0.116
-6.6200e-02,0.016,0.122
-6.6190e-02,0.012,0.11
-6.6180e-02,0.008,0.116
-6.6170e-02,0.004,0.118
-6.6160e-02,0.012,0.114
-6.6150e-02,0.012,0.118
-6.6140e-02,0.016,0.114
-6.6130e-02,0.008,0.118
-6.6120e-02,0.012,0.114
-6.6110e-02,0.008,0.114
-6.6100e-02,0.012,0.114
-6.6090e-02,0.012,0.118
-6.6080e-02,0.016,0.116
-6.6070e-02,0.012,0.112
-6.6060e-02,0.012,0.122
-6.6050e-02,0.016,0.12
-6.6040e-02,0.012,0.116
-6.6030e-02,-5.68434e-17,0.11
-6.6020e-02,-5.68434e-17,0.118
-6.6010e-02,0.012,0.118
-6.6000e-02,0.008,0.12
-6.5990e-02,0.008,0.114
-6.5980e-02,0.008,0.122
-6.5970e-02,0.016,0.114
-6.5960e-02,0.024,0.118
-6.5950e-02,0.012,0.114
-6.5940e-02,0.008,0.114
-6.5930e-02,0.008,0.114
-6.5920e-02,0.012,0.11
-6.5910e-02,0.008,0.116
-6.5900e-02,0.024,0.114
-6.5890e-02,0.008,0.114
-6.5880e-02,0.004,0.11
-6.5870e-02,0.016,0.118
-6.5860e-02,0.012,0.112
-6.5850e-02,0.008,0.116
-6.5840e-02,0.008,0.116
-6.5830e-02,0.008,0.114
-6.5820e-02,0.016,0.112
-6.5810e-02,0.008,0.116
-6.5800e-02,0.012,0.114
-6.5790e-02,0.02,0.114
-6.5780e-02,0.012,0.108
-6.5770e-02,0.016,0.114
-6.5760e-02,0.016,0.11
-6.5750e-02,0.012,0.11
-6.5740e-02,0.016,0.114
-6.5730e-02,0.004,0.118
-6.5720e-02,0.008,0.11
-6.5710e-02,0.008,0.108
-6.5700e-02,-5.68434e-17,0.116
-6.5690e-02,-5.68434e-17,0.102
-6.5680e-02,0.008,0.118
-6.5670e-02,0.008,0.116
-6.5660e-02,0.008,0.108
-6.5650e-02,0.012,0.114
-6.5640e-02,-5.68434e-17,0.11
-6.5630e-02,0.008,0.11
-6.5620e-02,0.016,0.106
-6.5610e-02,0.004,0.108
-6.5600e-02,0.012,0.106
-6.5590e-02,0.004,0.112
-6.5580e-02,0.004,0.11
-6.5570e-02,0.004,0.112
-6.5560e-02,0.016,0.108
-6.5550e-02,0.012,0.112
-6.5540e-02,0.008,0.108
-6.5530e-02,0.016,0.108
-6.5520e-02,0.008,0.112
-6.5510e-02,0.008,0.112
-6.5500e-02,0.008,0.108
-6.5490e-02,0.016,0.106
-6.5480e-02,0.012,0.11
-6.5470e-02,0.016,0.11
-6.5460e-02,0.016,0.11
-6.5450e-02,0.008,0.1
-6.5440e-02,0.012,0.114
-6.5430e-02,0.016,0.106
-6.5420e-02,0.008,0.108
-6.5410e-02,0.008,0.106
-6.5400e-02,0.012,0.104
-6.5390e-02,0.016,0.108
-6.5380e-02,0.016,0.104
-6.5370e-02,0.008,0.108
-6.5360e-02,0.008,0.102
-6.5350e-02,0.024,0.106
-6.5340e-02,0.008,0.11
-6.5330e-02,0.012,0.112
-6.5320e-02,0.016,0.1
-6.5310e-02,0.008,0.108
-6.5300e-02,0.016,0.108
-6.5290e-02,0.016,0.11
-6.5280e-02,0.012,0.11
-6.5270e-02,0.008,0.106
-6.5260e-02,0.012,0.106
-6.5250e-02,0.004,0.106
-6.5240e-02,0.008,0.112
-6.5230e-02,0.004,0.11
-6.5220e-02,0.024,0.11
-6.5210e-02,0.016,0.104
-6.5200e-02,0.012,0.102
-6.5190e-02,0.016,0.108
-6.5180e-02,0.008,0.108
-6.5170e-02,0.016,0.112
-6.5160e-02,0.016,0.108
-6.5150e-02,0.016,0.102
-6.5140e-02,0.016,0.102
-6.5130e-02,0.016,0.108
-6.5120e-02,0.004,0.108
-6.5110e-02,0.012,0.106
-6.5100e-02,0.02,0.1
-6.5090e-02,0.02,0.104
-6.5080e-02,0.004,0.104
-6.5070e-02,0.012,0.106
-6.5060e-02,0.008,0.108
-6.5050e-02,0.012,0.106
-6.5040e-02,0.016,0.104
-6.5030e-02,0.008,0.104
-6.5020e-02,0.016,0.108
-6.5010e-02,0.004,0.098
-6.5000e-02,0.012,0.104
-6.4990e-02,0.012,0.102
-6.4980e-02,0.008,0.098
-6.4970e-02,0.008,0.102
-6.4960e-02,-5.68434e-17,0.108
-6.4950e-02,0.008,0.108
-6.4940e-02,-5.68434e-17,0.104
-6.4930e-02,0.012,0.104
-6.4920e-02,0.012,0.102
-6.4910e-02,-5.68434e-17,0.102
-6.4900e-02,0.016,0.11
-6.4890e-02,0.004,0.102
-6.4880e-02,0.004,0.104
-6.4870e-02,0.008,0.102
-6.4860e-02,0.004,0.106
-6.4850e-02,0.016,0.102
-6.4840e-02,0.012,0.102
-6.4830e-02,0.02,0.102
-6.4820e-02,0.008,0.11
-6.4810e-02,0.016,0.098
-6.4800e-02,0.008,0.108
-6.4790e-02,0.016,0.1
-6.4780e-02,0.008,0.098
-6.4770e-02,0.012,0.1
-6.4760e-02,0.008,0.102
-6.4750e-02,0.012,0.108
-6.4740e-02,0.012,0.104
-6.4730e-02,0.008,0.1
-6.4720e-02,0.004,0.1
-6.4710e-02,0.016,0.094
-6.4700e-02,0.016,0.1
-6.4690e-02,0.004,0.1
-6.4680e-02,0.004,0.106
-6.4670e-02,0.008,0.104
-6.4660e-02,0.008,0.098
-6.4650e-02,0.004,0.102
-6.4640e-02,-5.68434e-17,0.104
-6.4630e-02,0.008,0.1
-6.4620e-02,0.012,0.1
-6.4610e-02,0.024,0.098
-6.4600e-02,0.012,0.1
-6.4590e-02,0.012,0.098
-6.4580e-02,0.012,0.102
-6.4570e-02,0.004,0.1
-6.4560e-02,0.008,0.104
-6.4550e-02,0.024,0.098
-6.4540e-02,-5.68434e-17,0.104
-6.4530e-02,-5.68434e-17,0.104
-6.4520e-02,0.008,0.098
-6.4510e-02,0.016,0.1
-6.4500e-02,0.004,0.1
-6.4490e-02,0.016,0.104
-6.4480e-02,0.012,0.098
-6.4470e-02,0.016,0.098
-6.4460e-02,0.012,0.102
-6.4450e-02,0.004,0.102
-6.4440e-02,0.008,0.102
-6.4430e-02,0.008,0.096
-6.4420e-02,0.012,0.096
-6.4410e-02,0.016,0.094
-6.4400e-02,0.008,0.096
-6.4390e-02,0.016,0.098
-6.4380e-02,0.008,0.096
-6.4370e-02,0.004,0.096
-6.4360e-02,0.012,0.096
-6.4350e-02,0.016,0.102
-6.4340e-02,0.008,0.102
-6.4330e-02,0.016,0.094
-6.4320e-02,0.008,0.102
-6.4310e-02,0.016,0.092
-6.4300e-02,0.012,0.096
-6.4290e-02,0.012,0.1
-6.4280e-02,0.016,0.1
-6.4270e-02,0.012,0.1
-6.4260e-02,0.012,0.096
-6.4250e-02,0.004,0.1
-6.4240e-02,0.016,0.098
-6.4230e-02,0.012,0.098
-6.4220e-02,0.012,0.098
-6.4210e-02,0.012,0.102
-6.4200e-02,0.016,0.1
-6.4190e-02,0.012,0.09
-6.4180e-02,0.012,0.098
-6.4170e-02,0.008,0.096
-6.4160e-02,0.004,0.096
-6.4150e-02,0.008,0.098
-6.4140e-02,0.012,0.09
-6.4130e-02,0.016,0.094
-6.4120e-02,0.008,0.09
-6.4110e-02,0.004,0.096
-6.4100e-02,0.004,0.096
-6.4090e-02,-5.68434e-17,0.092
-6.4080e-02,0.016,0.09
-6.4070e-02,0.012,0.1
-6.4060e-02,0.008,0.102
-6.4050e-02,0.008,0.096
-6.4040e-02,0.012,0.098
-6.4030e-02,0.012,0.098
-6.4020e-02,0.004,0.1
-6.4010e-02,0.008,0.09
-6.4000e-02,0.012,0.086
-6.3990e-02,0.008,0.1
-6.3980e-02,0.004,0.09
-6.3970e-02,-5.68434e-17,0.098
-6.3960e-02,0.016,0.092
-6.3950e-02,0.008,0.09
-6.3940e-02,0.012,0.092
-6.3930e-02,0.008,0.096
-6.3920e-02,-5.68434e-17,0.094
-6.3910e-02,0.012,0.09
-6.3900e-02,0.004,0.088
-6.3890e-02,0.012,0.092
-6.3880e-02,0.012,0.092
-6.3870e-02,0.012,0.098
-6.3860e-02,0.008,0.092
-6.3850e-02,0.016,0.096
-6.3840e-02,0.012,0.086
-6.3830e-02,-5.68434e-17,0.096
-6.3820e-02,0.004,0.09
-6.3810e-02,0.004,0.094
-6.3800e-02,0.016,0.088
-6.3790e-02,0.004,0.09
-6.3780e-02,0.008,0.094
-6.3770e-02,0.012,0.094
-6.3760e-02,0.016,0.088
-6.3750e-02,0.016,0.09
-6.3740e-02,0.004,0.09
-6.3730e-02,0.012,0.086
-6.3720e-02,0.004,0.094
-6.3710e-02,0.016,0.094
-6.3700e-02,0.016,0.092
-6.3690e-02,0.004,0.09
-6.3680e-02,0.012,0.088
-6.3670e-02,0.008,0.096
-6.3660e-02,0.016,0.088
-6.3650e-02,0.008,0.094
-6.3640e-02,0.004,0.088
-6.3630e-02,0.004,0.094
-6.3620e-02,0.004,0.09
-6.3610e-02,0.012,0.086
-6.3600e-02,0.008,0.09
-6.3590e-02,-5.68434e-17,0.092
-6.3580e-02,0.016,0.09
-6.3570e-02,0.012,0.084
-6.3560e-02,0.012,0.09
-6.3550e-02,0.004,0.086
-6.3540e-02,0.016,0.088
-6.3530e-02,0.012,0.092
-6.3520e-02,0.004,0.088
-6.3510e-02,0.024,0.088
-6.3500e-02,0.004,0.082
-6.3490e-02,0.024,0.094
-6.3480e-02,0.016,0.09
-6.3470e-02,0.012,0.088
-6.3460e-02,0.012,0.086
-6.3450e-02,0.004,0.086
-6.3440e-02,0.02,0.088
-6.3430e-02,0.008,0.092
-6.3420e-02,0.012,0.086
-6.3410e-02,0.016,0.084
-6.3400e-02,0.004,0.09
-6.3390e-02,0.008,0.088
-6.3380e-02,0.004,0.088
-6.3370e-02,0.008,0.094
-6.3360e-02,0.008,0.09
-6.3350e-02,0.004,0.09
-6.3340e-02,0.02,0.084
-6.3330e-02,0.004,0.086
-6.3320e-02,0.012,0.082
-6.3310e-02,0.008,0.084
-6.3300e-02,0.012,0.088
-6.3290e-02,0.024,0.088
-6.3280e-02,0.012,0.088
-6.3270e-02,0.004,0.088
-6.3260e-02,0.008,0.084
-6.3250e-02,0.008,0.084
-6.3240e-02,0.012,0.086
-6.3230e-02,0.008,0.084
-6.3220e-02,0.012,0.082
-6.3210e-02,0.012,0.086
-6.3200e-02,-5.68434e-17,0.088
-6.3190e-02,0.008,0.088
-6.3180e-02,0.02,0.084
-6.3170e-02,0.016,0.082
-6.3160e-02,0.008,0.088
-6.3150e-02,0.016,0.076
-6.3140e-02,0.012,0.082
-6.3130e-02,0.004,0.088
-6.3120e-02,0.012,0.086
-6.3110e-02,-0.004,0.078
-6.3100e-02,0.008,0.082
-6.3090e-02,0.012,0.084
-6.3080e-02,0.012,0.084
-6.3070e-02,-5.68434e-17,0.08
-6.3060e-02,0.012,0.088
-6.3050e-02,-5.68434e-17,0.088
-6.3040e-02,0.012,0.086
-6.3030e-02,0.012,0.086
-6.3020e-02,0.008,0.084
-6.3010e-02,0.008,0.08
-6.3000e-02,0.004,0.084
-6.2990e-02,0.008,0.086
-6.2980e-02,0.016,0.082
-6.2970e-02,0.012,0.082
-6.2960e-02,0.012,0.088
-6.2950e-02,0.008,0.082
-6.2940e-02,0.008,0.082
-6.2930e-02,0.008,0.084
-6.2920e-02,0.016,0.078
-6.2910e-02,0.004,0.088
-6.2900e-02,0.016,0.084
-6.2890e-02,0.008,0.078
-6.2880e-02,0.012,0.086
-6.2870e-02,0.012,0.078
-6.2860e-02,0.004,0.082
-6.2850e-02,0.016,0.084
-6.2840e-02,0.02,0.084
-6.2830e-02,0.02,0.086
-6.2820e-02,0.012,0.086
-6.2810e-02,0.028,0.082
-6.2800e-02,0.024,0.086
-6.2790e-02,0.044,0.082
-6.2780e-02,0.072,0.084
-6.2770e-02,0.08,0.08
-6.2760e-02,0.056,0.076
-6.2750e-02,0.052,0.08
-6.2740e-02,0.024,0.082
-6.2730e-02,0.02,0.086
-6.2720e-02,0.02,0.084
-6.2710e-02,0.012,0.08
-6.2700e-02,0.008,0.082
-6.2690e-02,0.02,0.08
-6.2680e-02,0.024,0.082
-6.2670e-02,0.016,0.082
-6.2660e-02,0.02,0.082
-6.2650e-02,0.02,0.078
-6.2640e-02,0.008,0.076
-6.2630e-02,0.012,0.078
-6.2620e-02,0.012,0.084
-6.2610e-02,0.016,0.082
-6.2600e-02,0.012,0.082
-6.2590e-02,0.004,0.082
-6.2580e-02,0.008,0.076
-6.2570e-02,0.004,0.084
-6.2560e-02,0.012,0.082
-6.2550e-02,0.012,0.082
-6.2540e-02,0.012,0.08
-6.2530e-02,0.008,0.076
-6.2520e-02,0.004,0.084
-6.2510e-02,0.012,0.08
-6.2500e-02,0.012,0.08
-6.2490e-02,0.008,0.082
-6.2480e-02,0.008,0.082
-6.2470e-02,0.012,0.078
-6.2460e-02,0.012,0.08
-6.2450e-02,0.016,0.08
-6.2440e-02,0.012,0.078
-6.2430e-02,0.016,0.078
-6.2420e-02,0.004,0.076
-6.2410e-02,0.024,0.078
-6.2400e-02,0.016,0.076
-6.2390e-02,0.016,0.08
-6.2380e-02,0.012,0.076
-6.2370e-02,0.008,0.076
-6.2360e-02,0.012,0.076
-6.2350e-02,-5.68434e-17,0.08
-6.2340e-02,0.012,0.076
-6.2330e-02,0.008,0.074
-6.2320e-02,-5.68434e-17,0.08
-6.2310e-02,-5.68434e-17,0.078
-6.2300e-02,0.016,0.074
-6.2290e-02,0.012,0.072
-6.2280e-02,0.012,0.072
-6.2270e-02,0.012,0.078
-6.2260e-02,0.008,0.076
-6.2250e-02,0.008,0.074
-6.2240e-02,0.008,0.076
-6.2230e-02,0.012,0.066
-6.2220e-02,0.008,0.074
-6.2210e-02,0.016,0.076
-6.2200e-02,0.008,0.076
-6.2190e-02,0.004,0.072
-6.2180e-02,0.016,0.078
-6.2170e-02,0.012,0.072
-6.2160e-02,0.012,0.072
-6.2150e-02,0.008,0.076
-6.2140e-02,0.008,0.076
-6.2130e-02,0.012,0.068
-6.2120e-02,0.008,0.076
-6.2110e-02,0.004,0.07
-6.2100e-02,0.016,0.076
-6.2090e-02,0.02,0.066
-6.2080e-02,0.012,0.074
-6.2070e-02,0.012,0.072
-6.2060e-02,0.008,0.072
-6.2050e-02,0.008,0.074
-6.2040e-02,0.012,0.076
-6.2030e-02,0.012,0.07
-6.2020e-02,0.012,0.07
-6.2010e-02,0.016,0.072
-6.2000e-02,0.012,0.078
-6.1990e-02,0.016,0.07
-6.1980e-02,0.02,0.07
-6.1970e-02,0.004,0.076
-6.1960e-02,0.012,0.072
-6.1950e-02,0.012,0.072
-6.1940e-02,0.012,0.072
-6.1930e-02,0.012,0.07
-6.1920e-02,0.008,0.074
-6.1910e-02,0.02,0.074
-6.1900e-02,0.012,0.072
-6.1890e-02,0.016,0.076
-6.1880e-02,0.012,0.07
-6.1870e-02,0.008,0.074
-6.1860e-02,0.012,0.064
-6.1850e-02,0.004,0.076
-6.1840e-02,0.016,0.07
-6.1830e-02,0.004,0.072
-6.1820e-02,0.012,0.072
-6.1810e-02,0.016,0.07
-6.1800e-02,0.008,0.068
-6.1790e-02,0.016,0.07
-6.1780e-02,-5.68434e-17,0.068
-6.1770e-02,0.012,0.068
-6.1760e-02,0.004,0.076
-6.1750e-02,0.016,0.068
-6.1740e-02,0.008,0.068
-6.1730e-02,0.004,0.068
-6.1720e-02,0.016,0.07
-6.1710e-02,0.012,0.072
-6.1700e-02,0.016,0.07
-6.1690e-02,0.004,0.07
-6.1680e-02,0.012,0.068
-6.1670e-02,0.012,0.068
-6.1660e-02,0.008,0.072
-6.1650e-02,-5.68434e-17,0.066
-6.1640e-02,0.016,0.078
-6.1630e-02,0.004,0.07
-6.1620e-02,0.008,0.068
-6.1610e-02,0.008,0.066
-6.1600e-02,0.016,0.068
-6.1590e-02,0.012,0.062
-6.1580e-02,0.008,0.072
-6.1570e-02,0.012,0.07
-6.1560e-02,0.012,0.064
-6.1550e-02,0.008,0.07
-6.1540e-02,0.004,0.064
-6.1530e-02,0.012,0.066
-6.1520e-02,0.004,0.07
