-3.7200e-02,-0.1
-3.7190e-02,-0.108
-3.7180e-02,-0.116
-3.7170e-02,-0.112
-3.7160e-02,-0.1
-3.7150e-02,-0.1
-3.7140e-02,-0.116
-3.7130e-02,-0.104
-3.7120e-02,-0.104
-3.7110e-02,-0.108
-3.7100e-02,-0.12
-3.7090e-02,-0.108
-3.7080e-02,-0.108
-3.7070e-02,-0.104
-3.7060e-02,-0.104
-3.7050e-02,-0.116
-3.7040e-02,-0.116
-3.7030e-02,-0.112
-3.7020e-02,-0.104
-3.7010e-02,-0.108
-3.7000e-02,-0.108
-3.6990e-02,-0.112
-3.6980e-02,-0.116
-3.6970e-02,-0.104
-3.6960e-02,-0.108
-3.6950e-02,-0.1
-3.6940e-02,-0.108
-3.6930e-02,-0.112
-3.6920e-02,-0.112
-3.6910e-02,-0.108
-3.6900e-02,-0.104
-3.6890e-02,-0.108
-3.6880e-02,-0.104
-3.6870e-02,-0.112
-3.6860e-02,-0.112
-3.6850e-02,-0.108
-3.6840e-02,-0.104
-3.6830e-02,-0.1
-3.6820e-02,-0.12
-3.6810e-02,-0.116
-3.6800e-02,-0.112
-3.6790e-02,-0.116
-3.6780e-02,-0.104
-3.6770e-02,-0.116
-3.6760e-02,-0.108
-3.6750e-02,-0.108
-3.6740e-02,-0.108
-3.6730e-02,-0.108
-3.6720e-02,-0.108
-3.6710e-02,-0.112
-3.6700e-02,-0.108
-3.6690e-02,-0.112
-3.6680e-02,-0.116
-3.6670e-02,-0.116
-3.6660e-02,-0.104
-3.6650e-02,-0.12
-3.6640e-02,-0.116
-3.6630e-02,-0.116
-3.6620e-02,-0.108
-3.6610e-02,-0.12
-3.6600e-02,-0.108
-3.6590e-02,-0.104
-3.6580e-02,-0.104
-3.6570e-02,-0.112
-3.6560e-02,-0.108
-3.6550e-02,-0.112
-3.6540e-02,-0.112
-3.6530e-02,-0.112
-3.6520e-02,-0.112
-3.6510e-02,-0.108
-3.6500e-02,-0.108
-3.6490e-02,-0.112
-3.6480e-02,-0.108
-3.6470e-02,-0.124
-3.6460e-02,-0.12
-3.6450e-02,-0.124
-3.6440e-02,-0.116
-3.6430e-02,-0.112
-3.6420e-02,-0.112
-3.6410e-02,-0.116
-3.6400e-02,-0.116
-3.6390e-02,-0.108
-3.6380e-02,-0.112
-3.6370e-02,-0.12
-3.6360e-02,-0.12
-3.6350e-02,-0.112
-3.6340e-02,-0.108
-3.6330e-02,-0.112
-3.6320e-02,-0.108
-3.6310e-02,-0.12
-3.6300e-02,-0.116
-3.6290e-02,-0.124
-3.6280e-02,-0.124
-3.6270e-02,-0.112
-3.6260e-02,-0.124
-3.6250e-02,-0.124
-3.6240e-02,-0.12
-3.6230e-02,-0.12
-3.6220e-02,-0.12
-3.6210e-02,-0.116
-3.6200e-02,-0.116
-3.6190e-02,-0.128
-3.6180e-02,-0.128
-3.6170e-02,-0.112
