+1.280000e+002	   -4.239672e+001
+1.323727e+002	   -4.348438e+001
+1.368947e+002	   -4.457135e+001
+1.415713e+002	   -4.568577e+001
+1.464076e+002	   -4.707598e+001
+1.514091e+002	   -4.840550e+001
+1.565815e+002	   -4.975867e+001
+1.619305e+002	   -5.125731e+001
+1.674623e+002	   -5.248578e+001
+1.731831e+002	   -5.410668e+001
+1.790993e+002	   -5.566637e+001
+1.852176e+002	   -5.730424e+001
+1.915449e+002	   -5.883956e+001
+1.980884e+002	   -6.055268e+001
+2.048554e+002	   -6.235197e+001
+2.118536e+002	   -6.411521e+001
+2.190909e+002	   -6.603413e+001
+2.265753e+002	   -6.793035e+001
+2.343155e+002	   -6.985290e+001
+2.423201e+002	   -7.187936e+001
+2.505981e+002	   -7.368974e+001
+2.591589e+002	   -7.556408e+001
+2.680122e+002	   -7.658553e+001
+2.771679e+002	   -7.699667e+001
+2.866364e+002	   -7.740299e+001
+2.964284e+002	   -7.783241e+001
+3.065548e+002	   -7.827705e+001
+3.170272e+002	   -7.858364e+001
+3.278574e+002	   -7.895550e+001
+3.390575e+002	   -7.929286e+001
+3.506402e+002	   -7.952528e+001
+3.626186e+002	   -7.998243e+001
+3.750063e+002	   -8.029852e+001
+3.878170e+002	   -8.067168e+001
+4.010655e+002	   -8.105157e+001
+4.147665e+002	   -8.126193e+001
+4.289356e+002	   -8.185739e+001
+4.435887e+002	   -8.218214e+001
+4.587424e+002	   -8.265584e+001
+4.744137e+002	   -8.291051e+001
+4.906205e+002	   -8.324972e+001
+5.073808e+002	   -8.345637e+001
+5.247137e+002	   -8.392503e+001
+5.426388e+002	   -8.424726e+001
+5.611761e+002	   -8.464603e+001
+5.803468e+002	   -8.504110e+001
+6.001724e+002	   -8.534496e+001
+6.206752e+002	   -8.578713e+001
+6.418784e+002	   -8.606712e+001
+6.638060e+002	   -8.631506e+001
+6.864827e+002	   -8.683919e+001
+7.099340e+002	   -8.713577e+001
+7.341864e+002	   -8.739381e+001
+7.592674e+002	   -8.784917e+001
+7.852051e+002	   -8.833354e+001
+8.120290e+002	   -8.867711e+001
+8.397692e+002	   -8.891909e+001
+8.684570e+002	   -8.938840e+001
+8.981248e+002	   -8.974590e+001
+9.288062e+002	   -8.994284e+001
+9.605356e+002	   -9.026665e+001
+9.933491e+002	   -9.052668e+001
+1.027283e+003	   -9.082203e+001
+1.062377e+003	   -9.114534e+001
+1.098669e+003	   -9.131406e+001
+1.136202e+003	   -9.164663e+001
+1.175016e+003	   -9.189762e+001
+1.215156e+003	   -9.198898e+001
+1.256668e+003	   -9.218001e+001
+1.299598e+003	   -9.235374e+001
+1.343994e+003	   -9.232361e+001
+1.389907e+003	   -9.239272e+001
+1.437389e+003	   -9.257455e+001
+1.486492e+003	   -9.257964e+001
+1.537273e+003	   -9.245258e+001
+1.589789e+003	   -9.255484e+001
+1.644098e+003	   -9.238487e+001
+1.700263e+003	   -9.229485e+001
+1.758347e+003	   -9.212455e+001
+1.818415e+003	   -9.195678e+001
+1.880535e+003	   -9.172398e+001
+1.944777e+003	   -9.147256e+001
+2.011213e+003	   -9.129294e+001
+2.079919e+003	   -9.103113e+001
+2.150973e+003	   -9.071353e+001
+2.224453e+003	   -9.031731e+001
+2.300444e+003	   -8.992920e+001
+2.379031e+003	   -8.962102e+001
+2.460302e+003	   -8.919417e+001
+2.544350e+003	   -8.866171e+001
+2.631269e+003	   -8.822959e+001
+2.721157e+003	   -8.784506e+001
+2.814116e+003	   -8.748943e+001
+2.910251e+003	   -8.723724e+001
+3.009669e+003	   -8.700414e+001
+3.112485e+003	   -8.658651e+001
+3.218812e+003	   -8.615540e+001
+3.328771e+003	   -8.550484e+001
+3.442488e+003	   -8.471161e+001
+3.560088e+003	   -8.391501e+001
+3.681707e+003	   -8.306846e+001
+3.807479e+003	   -8.214435e+001
+3.937549e+003	   -8.125053e+001
+4.072062e+003	   -8.036340e+001
+4.211169e+003	   -7.944447e+001
+4.355030e+003	   -7.848052e+001
+4.503804e+003	   -7.743272e+001
+4.657661e+003	   -7.658996e+001
+4.816774e+003	   -7.554087e+001
+4.981323e+003	   -7.456509e+001
+5.151493e+003	   -7.360732e+001
+5.327476e+003	   -7.260003e+001
+5.509471e+003	   -7.168449e+001
+5.697683e+003	   -7.073376e+001
+5.892324e+003	   -6.976379e+001
+6.093615e+003	   -6.886060e+001
+6.301783e+003	   -6.788463e+001
+6.517062e+003	   -6.696587e+001
+6.739694e+003	   -6.606364e+001
+6.969933e+003	   -6.512021e+001
+7.208037e+003	   -6.427599e+001
+7.454274e+003	   -6.336019e+001
+7.708924e+003	   -6.249648e+001
+7.972273e+003	   -6.159059e+001
+8.244618e+003	   -6.072112e+001
+8.526268e+003	   -5.984893e+001
+8.817538e+003	   -5.900063e+001
+9.118759e+003	   -5.814128e+001
+9.430271e+003	   -5.723903e+001
+9.752423e+003	   -5.638953e+001
+1.008558e+004	   -5.553041e+001
+1.043012e+004	   -5.463425e+001
+1.078643e+004	   -5.373193e+001
+1.115491e+004	   -5.287712e+001
+1.153598e+004	   -5.197699e+001
+1.193007e+004	   -5.105716e+001
+1.233762e+004	   -5.016034e+001
+1.275909e+004	   -4.925801e+001
+1.319496e+004	   -4.828480e+001
+1.364572e+004	   -4.733871e+001
+1.411188e+004	   -4.637280e+001
+1.459396e+004	   -4.537259e+001
+1.509251e+004	   -4.436192e+001
+1.560810e+004	   -4.335297e+001
+1.614130e+004	   -4.231256e+001
+1.669271e+004	   -4.130029e+001
+1.726296e+004	   -4.027679e+001
