+1.000000e+003	   -7.581181e+001
+1.001664e+003	   -7.582555e+001
+1.003330e+003	   -7.583706e+001
+1.005000e+003	   -7.585581e+001
+1.006672e+003	   -7.586330e+001
+1.008346e+003	   -7.589921e+001
+1.010024e+003	   -7.588965e+001
+1.011705e+003	   -7.588958e+001
+1.013388e+003	   -7.592988e+001
+1.015074e+003	   -7.593199e+001
+1.016763e+003	   -7.594282e+001
+1.018454e+003	   -7.597123e+001
+1.020149e+003	   -7.599562e+001
+1.021846e+003	   -7.600400e+001
+1.023546e+003	   -7.599470e+001
+1.025249e+003	   -7.600162e+001
+1.026955e+003	   -7.604434e+001
+1.028663e+003	   -7.606961e+001
+1.030375e+003	   -7.602794e+001
+1.032089e+003	   -7.603620e+001
+1.033806e+003	   -7.608762e+001
+1.035526e+003	   -7.608913e+001
+1.037249e+003	   -7.608548e+001
+1.038975e+003	   -7.606350e+001
+1.040703e+003	   -7.609752e+001
+1.042435e+003	   -7.618201e+001
+1.044169e+003	   -7.618198e+001
+1.045906e+003	   -7.616217e+001
+1.047646e+003	   -7.617453e+001
+1.049390e+003	   -7.612772e+001
+1.051135e+003	   -7.628472e+001
+1.052884e+003	   -7.613551e+001
+1.054636e+003	   -7.615060e+001
+1.056391e+003	   -7.618321e+001
+1.058148e+003	   -7.623451e+001
+1.059909e+003	   -7.625135e+001
+1.061672e+003	   -7.632767e+001
+1.063438e+003	   -7.636127e+001
+1.065208e+003	   -7.637496e+001
+1.066980e+003	   -7.635419e+001
+1.068755e+003	   -7.627264e+001
+1.070533e+003	   -7.644582e+001
+1.072314e+003	   -7.628982e+001
+1.074099e+003	   -7.636258e+001
+1.075885e+003	   -7.633599e+001
+1.077676e+003	   -7.641718e+001
+1.079469e+003	   -7.636628e+001
+1.081264e+003	   -7.647292e+001
+1.083063e+003	   -7.646493e+001
+1.084865e+003	   -7.643386e+001
+1.086670e+003	   -7.638828e+001
+1.088478e+003	   -7.639773e+001
+1.090289e+003	   -7.641826e+001
+1.092103e+003	   -7.651215e+001
+1.093920e+003	   -7.656619e+001
+1.095740e+003	   -7.645804e+001
+1.097563e+003	   -7.655920e+001
+1.099389e+003	   -7.654082e+001
+1.101218e+003	   -7.651516e+001
+1.103050e+003	   -7.661746e+001
+1.104886e+003	   -7.660812e+001
+1.106724e+003	   -7.658531e+001
+1.108565e+003	   -7.659998e+001
+1.110410e+003	   -7.663035e+001
+1.112257e+003	   -7.662709e+001
+1.114108e+003	   -7.660702e+001
+1.115961e+003	   -7.672610e+001
+1.117818e+003	   -7.652285e+001
+1.119678e+003	   -7.667363e+001
+1.121540e+003	   -7.668038e+001
+1.123406e+003	   -7.664239e+001
+1.125276e+003	   -7.675957e+001
+1.127148e+003	   -7.664205e+001
+1.129023e+003	   -7.678879e+001
+1.130901e+003	   -7.672343e+001
+1.132783e+003	   -7.670033e+001
+1.134667e+003	   -7.664863e+001
+1.136555e+003	   -7.683775e+001
+1.138446e+003	   -7.670135e+001
+1.140340e+003	   -7.677057e+001
+1.142238e+003	   -7.679778e+001
+1.144138e+003	   -7.687309e+001
+1.146042e+003	   -7.675611e+001
+1.147948e+003	   -7.685002e+001
+1.149858e+003	   -7.682220e+001
+1.151771e+003	   -7.686366e+001
+1.153688e+003	   -7.685741e+001
+1.155607e+003	   -7.677762e+001
+1.157530e+003	   -7.690709e+001
+1.159455e+003	   -7.687560e+001
+1.161384e+003	   -7.688968e+001
+1.163317e+003	   -7.686783e+001
+1.165252e+003	   -7.692690e+001
+1.167191e+003	   -7.689293e+001
+1.169133e+003	   -7.690692e+001
+1.171078e+003	   -7.696779e+001
+1.173026e+003	   -7.694205e+001
+1.174978e+003	   -7.695765e+001
+1.176933e+003	   -7.694392e+001
+1.178891e+003	   -7.697705e+001
+1.180852e+003	   -7.698571e+001
+1.182817e+003	   -7.703003e+001
+1.184785e+003	   -7.699675e+001
+1.186756e+003	   -7.699532e+001
+1.188730e+003	   -7.702991e+001
+1.190708e+003	   -7.703063e+001
+1.192689e+003	   -7.704969e+001
+1.194674e+003	   -7.705424e+001
+1.196661e+003	   -7.706573e+001
+1.198652e+003	   -7.707654e+001
+1.200646e+003	   -7.708757e+001
+1.202644e+003	   -7.709692e+001
+1.204645e+003	   -7.711111e+001
+1.206649e+003	   -7.712042e+001
+1.208657e+003	   -7.712656e+001
+1.210668e+003	   -7.713609e+001
+1.212682e+003	   -7.716568e+001
+1.214699e+003	   -7.712452e+001
+1.216720e+003	   -7.715342e+001
+1.218745e+003	   -7.717298e+001
+1.220772e+003	   -7.718852e+001
+1.222803e+003	   -7.717285e+001
+1.224838e+003	   -7.716591e+001
+1.226876e+003	   -7.721439e+001
+1.228917e+003	   -7.721338e+001
+1.230961e+003	   -7.726165e+001
+1.233010e+003	   -7.725091e+001
+1.235061e+003	   -7.724242e+001
+1.237116e+003	   -7.721831e+001
+1.239174e+003	   -7.732747e+001
+1.241236e+003	   -7.730826e+001
+1.243301e+003	   -7.726526e+001
+1.245369e+003	   -7.724203e+001
+1.247441e+003	   -7.737810e+001
+1.249517e+003	   -7.728206e+001
+1.251596e+003	   -7.734427e+001
+1.253678e+003	   -7.739890e+001
+1.255764e+003	   -7.739487e+001
+1.257853e+003	   -7.730413e+001
+1.259946e+003	   -7.732314e+001
+1.262042e+003	   -7.729288e+001
+1.264142e+003	   -7.730524e+001
+1.266245e+003	   -7.736292e+001
+1.268352e+003	   -7.733129e+001
+1.270462e+003	   -7.749680e+001
+1.272576e+003	   -7.741486e+001
+1.274693e+003	   -7.741212e+001
