"TIME","CH2","CH3","CH4"
2.520e-03,0.068,-2.84217e-18,0.86
2.524e-03,0.06,0.0004,0.88
2.528e-03,0.068,0.0006,0.96
2.532e-03,0.064,0.0008,0.84
2.536e-03,0.064,0.0002,0.92
2.540e-03,0.064,0.0012,0.88
2.544e-03,0.068,0.0006,0.82
2.548e-03,0.06,0.0014,0.84
2.552e-03,0.06,0.0012,0.92
2.556e-03,0.06,0.0012,0.86
2.560e-03,0.068,0.0008,0.94
2.564e-03,0.068,0.0016,0.94
2.568e-03,0.06,0.0008,0.84
2.572e-03,0.064,0.0008,0.9
2.576e-03,0.06,0.0006,0.86
2.580e-03,0.068,0.0004,0.9
2.584e-03,0.064,0.0006,0.88
2.588e-03,0.064,0.0006,0.86
2.592e-03,0.064,0.0004,0.9
2.596e-03,0.072,0.0008,0.84
2.600e-03,0.064,0.001,0.86
2.604e-03,0.068,0.0012,0.84
2.608e-03,0.064,-2.84217e-18,0.86
2.612e-03,0.068,0.0004,0.88
2.616e-03,0.06,0.0008,0.84
2.620e-03,0.068,0.001,0.9
2.624e-03,0.068,0.0006,0.86
2.628e-03,0.06,0.0008,0.94
2.632e-03,0.072,0.0008,0.88
2.636e-03,0.064,0.0012,0.84
2.640e-03,0.068,0.0012,0.84
2.644e-03,0.072,0.0006,0.88
2.648e-03,0.06,0.0014,0.94
2.652e-03,0.064,0.001,0.9
2.656e-03,0.072,0.0018,0.86
2.660e-03,0.06,0.0012,0.84
2.664e-03,0.072,0.0012,0.88
2.668e-03,0.068,0.001,0.84
2.672e-03,0.072,-0.0002,0.86
2.676e-03,0.068,0.0008,0.94
2.680e-03,0.064,0.0006,0.9
2.684e-03,0.072,0.0004,0.9
2.688e-03,0.064,0.0004,0.86
2.692e-03,0.068,0.0008,0.92
2.696e-03,0.064,0.0002,0.88
2.700e-03,0.068,0.0008,0.86
2.704e-03,0.068,0.0008,0.86
2.708e-03,0.064,0.0008,0.9
2.712e-03,0.068,0.0012,0.84
2.716e-03,0.072,0.0006,0.8
2.720e-03,0.068,0.0012,0.96
2.724e-03,0.06,-2.84217e-18,0.84
2.728e-03,0.068,0.0004,0.86
2.732e-03,0.064,0.0006,0.9
2.736e-03,0.072,0.0004,0.92
2.740e-03,0.064,0.0008,0.84
2.744e-03,0.076,0.0014,0.9
2.748e-03,0.076,0.0004,0.88
2.752e-03,0.068,0.0006,0.84
2.756e-03,0.064,0.0006,0.9
2.760e-03,0.06,0.001,0.92
2.764e-03,0.06,0.0012,0.86
2.768e-03,0.072,0.0008,0.86
2.772e-03,0.076,0.0008,0.82
2.776e-03,0.072,0.0008,0.94
2.780e-03,0.076,0.0014,0.84
2.784e-03,0.076,0.0016,0.82
2.788e-03,0.068,0.0004,0.86
2.792e-03,0.072,0.0002,0.94
2.796e-03,0.064,0.0008,0.82
2.800e-03,0.068,0.0008,0.82
2.804e-03,0.064,0.0008,0.88
2.808e-03,0.068,-0.0002,0.84
2.812e-03,0.068,0.0004,0.84
2.816e-03,0.064,0.0004,0.86
2.820e-03,0.068,0.0008,0.92
2.824e-03,0.06,0.0012,0.88
2.828e-03,0.072,0.0016,0.88
2.832e-03,0.06,0.0008,0.94
2.836e-03,0.068,0.0008,0.92
2.840e-03,0.068,0.0006,0.84
2.844e-03,0.068,0.0008,0.94
2.848e-03,0.072,0.0008,0.88
2.852e-03,0.068,0.001,0.82
2.856e-03,0.064,0.0016,0.86
2.860e-03,0.068,0.001,0.82
2.864e-03,0.068,0.0014,0.94
2.868e-03,0.068,0.0016,0.86
2.872e-03,0.072,0.0008,0.88
2.876e-03,0.064,0.0002,0.88
2.880e-03,0.068,0.001,0.88
2.884e-03,0.072,0.0008,0.9
2.888e-03,0.056,0.0008,0.88
2.892e-03,0.072,0.0002,0.88
2.896e-03,0.08,0.0006,0.88
2.900e-03,0.068,0.0008,0.88
2.904e-03,0.064,-2.84217e-18,0.86
2.908e-03,0.064,0.0002,0.9
2.912e-03,0.072,0.0006,0.9
2.916e-03,0.064,0.0008,0.88
2.920e-03,0.072,0.0006,0.94
2.924e-03,0.068,0.0006,0.9
2.928e-03,0.068,0.0012,0.92
2.932e-03,0.068,0.0012,0.96
2.936e-03,0.072,0.0008,0.88
2.940e-03,0.068,0.0006,0.86
2.944e-03,0.072,0.0002,0.9
2.948e-03,0.064,0.0006,0.88
2.952e-03,0.072,0.0002,0.86
2.956e-03,0.064,0.0008,0.9
2.960e-03,0.068,0.0008,0.84
2.964e-03,0.076,0.0006,0.84
2.968e-03,0.076,0.0002,0.9
2.972e-03,0.084,0.0008,0.84
2.976e-03,0.068,0.0002,0.96
2.980e-03,0.076,0.001,0.88
2.984e-03,0.064,0.0012,0.82
2.988e-03,0.08,0.0014,0.86
2.992e-03,0.072,0.0016,0.9
2.996e-03,0.064,0.0008,0.9
3.000e-03,0.072,0.0004,0.94
3.004e-03,0.08,0.0012,0.8
3.008e-03,0.08,0.0012,0.84
3.012e-03,0.064,0.0008,0.8
3.016e-03,0.068,-0.0002,0.9
3.020e-03,0.068,0.0004,0.86
3.024e-03,0.072,0.0002,0.88
3.028e-03,0.068,0.0002,0.88
3.032e-03,0.076,0.0012,0.86
3.036e-03,0.072,0.0004,0.86
3.040e-03,0.072,0.0006,0.84
3.044e-03,0.084,0.0018,0.88
3.048e-03,0.076,0.001,0.88
3.052e-03,0.072,0.0004,0.92
3.056e-03,0.064,0.0012,0.9
3.060e-03,0.064,0.0018,0.82
3.064e-03,0.072,0.0004,0.86
3.068e-03,0.076,-2.84217e-18,0.88
3.072e-03,0.08,0.0008,0.92
3.076e-03,0.076,0.0006,0.8
3.080e-03,0.076,0.0008,0.88
3.084e-03,0.072,0.0008,0.96
3.088e-03,0.068,0.0006,0.88
3.092e-03,0.068,0.0006,0.94
3.096e-03,0.076,0.0006,0.84
3.100e-03,0.076,0.0002,0.9
3.104e-03,0.076,0.0004,0.84
3.108e-03,0.064,0.0014,0.88
3.112e-03,0.064,0.0008,0.9
3.116e-03,0.068,0.0002,0.92
3.120e-03,0.072,0.0006,0.88
3.124e-03,0.076,0.0004,0.92
3.128e-03,0.076,0.001,0.88
3.132e-03,0.068,0.0008,0.88
3.136e-03,0.076,0.0012,0.9
3.140e-03,0.084,0.0002,0.92
3.144e-03,0.084,0.0014,0.8
3.148e-03,0.076,0.0004,0.86
3.152e-03,0.072,0.0014,0.88
3.156e-03,0.08,0.0008,0.9
3.160e-03,0.08,0.0008,0.92
3.164e-03,0.076,0.0008,0.92
3.168e-03,0.076,0.0004,0.84
3.172e-03,0.076,0.0008,0.86
3.176e-03,0.076,0.0008,0.88
3.180e-03,0.084,0.0008,0.94
3.184e-03,0.088,0.0008,0.84
3.188e-03,0.076,0.0004,0.88
3.192e-03,0.064,0.0004,0.86
3.196e-03,0.08,0.0004,0.88
3.200e-03,0.08,0.0014,0.86
3.204e-03,0.076,0.0014,0.9
3.208e-03,0.076,0.0014,0.88
3.212e-03,0.08,0.001,0.88
3.216e-03,0.064,0.0008,0.84
3.220e-03,0.08,0.0006,0.9
3.224e-03,0.072,0.0008,0.88
3.228e-03,0.08,0.0008,0.92
3.232e-03,0.072,0.001,0.88
3.236e-03,0.068,0.0006,0.84
3.240e-03,0.08,0.0004,0.9
3.244e-03,0.08,0.0008,0.86
3.248e-03,0.08,0.0012,0.84
3.252e-03,0.08,0.0012,0.86
3.256e-03,0.076,0.001,0.82
3.260e-03,0.072,0.0006,0.88
3.264e-03,0.072,0.0006,0.88
3.268e-03,0.08,0.0016,0.86
3.272e-03,0.076,-0.0002,0.86
3.276e-03,0.072,-2.84217e-18,0.88
3.280e-03,0.08,0.0006,0.88
3.284e-03,0.068,0.0008,0.82
3.288e-03,0.068,0.0008,0.86
3.292e-03,0.088,0.0012,0.86
3.296e-03,0.068,0.001,0.82
3.300e-03,0.076,0.0008,0.86
3.304e-03,0.084,0.0018,0.84
3.308e-03,0.084,0.0014,0.86
3.312e-03,0.08,0.0012,0.86
3.316e-03,0.08,0.0004,0.88
3.320e-03,0.088,0.0006,0.9
3.324e-03,0.068,0.0008,0.86
3.328e-03,0.084,0.0002,0.9
3.332e-03,0.08,0.0004,0.88
3.336e-03,0.084,0.0004,0.9
3.340e-03,0.076,0.0004,0.88
3.344e-03,0.084,0.0012,0.88
3.348e-03,0.084,0.0008,0.84
3.352e-03,0.092,0.0008,0.88
3.356e-03,0.076,0.0016,0.88
3.360e-03,0.076,0.001,0.84
3.364e-03,0.072,0.0008,0.84
3.368e-03,0.08,0.0012,0.84
3.372e-03,0.088,0.0002,0.88
3.376e-03,0.084,0.0004,0.84
3.380e-03,0.08,0.0006,0.78
3.384e-03,0.08,0.0008,0.9
3.388e-03,0.076,0.001,0.86
3.392e-03,0.076,0.0008,0.84
3.396e-03,0.088,0.0006,0.86
3.400e-03,0.08,0.0008,0.86
3.404e-03,0.088,0.0008,0.92
3.408e-03,0.08,0.0012,0.82
3.412e-03,0.088,0.001,0.88
3.416e-03,0.072,0.0016,0.92
3.420e-03,0.084,0.0012,0.86
3.424e-03,0.072,0.0008,0.84
3.428e-03,0.084,0.0004,0.84
3.432e-03,0.08,0.0008,0.84
3.436e-03,0.076,0.001,0.88
3.440e-03,0.076,0.0012,0.92
3.444e-03,0.072,0.0006,0.88
3.448e-03,0.08,0.0008,0.84
3.452e-03,0.08,0.0016,0.84
3.456e-03,0.084,0.0016,0.88
3.460e-03,0.084,0.0014,0.84
3.464e-03,0.092,0.0012,0.86
3.468e-03,0.076,0.0008,0.92
3.472e-03,0.08,-2.84217e-18,0.84
3.476e-03,0.084,0.0006,0.9
3.480e-03,0.076,0.0012,0.92
3.484e-03,0.076,0.0008,0.86
3.488e-03,0.08,0.0006,0.8
3.492e-03,0.092,0.0004,0.84
3.496e-03,0.08,0.0008,0.84
3.500e-03,0.076,0.0006,0.84
3.504e-03,0.084,-0.0002,0.84
3.508e-03,0.084,0.0004,0.86
3.512e-03,0.08,0.0014,0.9
3.516e-03,0.092,0.0008,0.84
3.520e-03,0.076,0.0016,0.88
3.524e-03,0.088,0.001,0.88
3.528e-03,0.076,0.001,0.86
3.532e-03,0.084,0.0012,0.86
3.536e-03,0.088,0.0006,0.86
3.540e-03,0.092,0.0016,0.8
3.544e-03,0.08,0.0014,0.88
3.548e-03,0.076,0.0008,0.82
3.552e-03,0.088,0.0012,0.86
3.556e-03,0.092,0.0012,0.88
3.560e-03,0.092,0.0012,0.8
3.564e-03,0.088,0.0008,0.88
3.568e-03,0.088,0.0006,0.94
3.572e-03,0.076,0.0006,0.88
3.576e-03,0.084,0.0004,0.88
3.580e-03,0.088,0.0004,0.86
3.584e-03,0.08,0.0002,0.88
3.588e-03,0.084,0.0002,0.84
3.592e-03,0.088,0.0012,0.84
3.596e-03,0.088,0.0006,0.82
3.600e-03,0.084,0.001,0.88
3.604e-03,0.088,0.0006,0.86
3.608e-03,0.088,0.001,0.86
3.612e-03,0.08,0.0006,0.88
3.616e-03,0.08,0.0016,0.84
3.620e-03,0.084,0.0008,0.8
3.624e-03,0.092,0.0004,0.82
3.628e-03,0.084,0.0012,0.88
3.632e-03,0.076,-2.84217e-18,0.86
3.636e-03,0.08,0.0006,0.84
3.640e-03,0.092,0.0006,0.9
3.644e-03,0.08,0.0008,0.86
3.648e-03,0.08,0.001,0.86
3.652e-03,0.08,0.0002,0.88
3.656e-03,0.088,0.0012,0.92
3.660e-03,0.088,0.0014,0.84
3.664e-03,0.084,0.001,0.84
3.668e-03,0.088,0.0006,0.9
3.672e-03,0.08,0.0012,0.92
3.676e-03,0.08,0.0012,0.88
3.680e-03,0.076,0.0008,0.88
3.684e-03,0.088,0.0014,0.9
3.688e-03,0.08,0.0008,0.84
3.692e-03,0.092,0.0008,0.84
3.696e-03,0.076,0.0002,0.9
3.700e-03,0.092,0.0012,0.88
3.704e-03,0.084,0.0012,0.86
3.708e-03,0.088,0.0008,0.84
3.712e-03,0.088,0.0008,0.84
3.716e-03,0.092,0.0014,0.92
3.720e-03,0.084,0.0012,0.84
3.724e-03,0.092,0.0014,0.84
3.728e-03,0.092,0.0006,0.88
3.732e-03,0.084,0.0006,0.82
3.736e-03,0.088,0.0006,0.8
3.740e-03,0.084,0.0018,0.86
3.744e-03,0.08,-2.84217e-18,0.86
3.748e-03,0.092,0.0004,0.92
3.752e-03,0.084,0.0008,0.92
3.756e-03,0.084,0.0006,0.84
3.760e-03,0.088,0.0012,0.88
3.764e-03,0.084,0.0012,0.9
3.768e-03,0.08,0.0008,0.92
3.772e-03,0.084,0.0008,0.84
3.776e-03,0.084,0.001,0.82
3.780e-03,0.088,0.0012,0.88
3.784e-03,0.084,0.0012,0.84
3.788e-03,0.092,0.001,0.84
3.792e-03,0.088,0.0002,0.94
3.796e-03,0.096,0.0008,0.84
3.800e-03,0.096,0.0008,0.86
3.804e-03,0.096,0.0006,0.88
3.808e-03,0.08,0.0012,0.88
3.812e-03,0.084,0.0008,0.84
3.816e-03,0.092,0.0004,0.9
3.820e-03,0.092,0.0004,0.9
3.824e-03,0.092,0.0006,0.88
3.828e-03,0.088,-2.84217e-18,0.86
3.832e-03,0.084,0.0006,0.84
3.836e-03,0.088,0.001,0.9
3.840e-03,0.092,0.0006,0.86
3.844e-03,0.084,0.0002,0.86
3.848e-03,0.088,0.001,0.94
3.852e-03,0.088,0.0008,0.82
3.856e-03,0.084,0.001,0.9
3.860e-03,0.096,0.0006,0.86
3.864e-03,0.084,0.0012,0.92
3.868e-03,0.076,0.0014,0.82
3.872e-03,0.092,0.0004,0.92
3.876e-03,0.088,0.0008,0.88
3.880e-03,0.08,0.0002,0.8
3.884e-03,0.088,0.0008,0.86
3.888e-03,0.088,0.0016,0.86
3.892e-03,0.088,0.0014,0.86
3.896e-03,0.096,0.0004,0.88
3.900e-03,0.096,0.001,0.84
3.904e-03,0.088,0.0008,0.82
3.908e-03,0.096,0.0004,0.9
3.912e-03,0.1,-2.84217e-18,0.88
3.916e-03,0.084,0.001,0.88
3.920e-03,0.084,0.0016,0.86
3.924e-03,0.096,0.0008,0.88
3.928e-03,0.076,0.0012,0.82
3.932e-03,0.088,0.0002,0.84
3.936e-03,0.092,0.0008,0.86
3.940e-03,0.08,0.0008,0.84
3.944e-03,0.088,0.0016,0.9
3.948e-03,0.088,0.0016,0.84
3.952e-03,0.088,0.0014,0.88
3.956e-03,0.088,0.0008,0.88
3.960e-03,0.088,0.0004,0.88
3.964e-03,0.092,0.0004,0.92
3.968e-03,0.092,0.0004,0.86
3.972e-03,0.088,0.0002,0.92
3.976e-03,0.092,0.0006,0.86
3.980e-03,0.084,0.0008,0.88
3.984e-03,0.096,0.0012,0.88
3.988e-03,0.092,0.0008,0.86
3.992e-03,0.1,0.001,0.84
3.996e-03,0.088,0.0012,0.88
4.000e-03,0.088,0.001,0.9
4.004e-03,0.088,0.0012,0.9
4.008e-03,0.084,0.0004,0.88
4.012e-03,0.092,0.0006,0.86
4.016e-03,0.096,-2.84217e-18,0.84
4.020e-03,0.1,0.0008,0.86
4.024e-03,0.088,0.0004,0.84
4.028e-03,0.092,0.0004,0.88
4.032e-03,0.096,0.0008,0.84
4.036e-03,0.088,0.0004,0.92
4.040e-03,0.092,0.0004,0.9
4.044e-03,0.088,0.0006,0.9
4.048e-03,0.088,0.0004,0.88
4.052e-03,0.092,0.0004,0.92
4.056e-03,0.096,0.0008,0.86
4.060e-03,0.096,0.0014,0.88
4.064e-03,0.096,0.001,0.88
4.068e-03,0.092,0.0004,0.88
4.072e-03,0.096,0.0018,0.9
4.076e-03,0.088,0.001,0.88
4.080e-03,0.092,0.0006,0.9
4.084e-03,0.088,0.0012,0.9
4.088e-03,0.08,0.0014,0.86
4.092e-03,0.088,0.0002,0.9
4.096e-03,0.092,0.0006,0.88
4.100e-03,0.1,0.0008,0.86
4.104e-03,0.096,0.0012,0.9
4.108e-03,0.092,0.0014,0.9
4.112e-03,0.096,0.0006,0.88
4.116e-03,0.088,0.0002,0.86
4.120e-03,0.096,-2.84217e-18,0.84
4.124e-03,0.092,0.001,0.88
4.128e-03,0.084,0.0004,0.88
4.132e-03,0.084,0.0012,0.82
4.136e-03,0.092,0.0014,0.9
4.140e-03,0.092,0.0012,0.92
4.144e-03,0.104,0.001,0.86
4.148e-03,0.096,0.0008,0.84
4.152e-03,0.092,0.0008,0.84
4.156e-03,0.092,0.001,0.84
4.160e-03,0.088,0.0014,0.88
4.164e-03,0.1,0.0016,0.88
4.168e-03,0.092,0.0008,0.82
4.172e-03,0.096,0.0012,0.86
4.176e-03,0.1,0.0008,0.9
4.180e-03,0.096,0.0012,0.86
4.184e-03,0.096,0.0008,0.86
4.188e-03,0.1,0.0012,0.84
4.192e-03,0.088,0.0002,0.82
4.196e-03,0.1,0.0014,0.88
4.200e-03,0.088,0.0014,0.86
4.204e-03,0.096,0.0006,0.88
4.208e-03,0.092,0.0008,0.88
4.212e-03,0.092,0.0008,0.92
4.216e-03,0.092,0.0008,0.88
4.220e-03,0.096,0.0008,0.86
4.224e-03,0.1,0.0008,0.88
4.228e-03,0.096,0.0016,0.84
4.232e-03,0.088,0.0012,0.94
4.236e-03,0.092,0.0006,0.88
4.240e-03,0.092,0.0006,0.86
4.244e-03,0.092,0.0014,0.88
4.248e-03,0.1,0.0016,0.82
4.252e-03,0.092,0.0004,0.88
4.256e-03,0.108,0.0006,0.86
4.260e-03,0.088,-2.84217e-18,0.82
4.264e-03,0.096,0.0006,0.88
4.268e-03,0.092,0.0008,0.84
4.272e-03,0.096,0.0008,0.92
4.276e-03,0.1,0.0008,0.88
4.280e-03,0.096,0.0012,0.88
4.284e-03,0.092,0.0016,0.82
4.288e-03,0.092,0.0004,0.86
4.292e-03,0.092,0.0006,0.92
4.296e-03,0.092,0.0004,0.88
4.300e-03,0.092,0.0012,0.92
4.304e-03,0.088,0.0016,0.92
4.308e-03,0.1,0.0014,0.9
4.312e-03,0.096,0.0004,0.88
4.316e-03,0.108,0.0006,0.88
4.320e-03,0.096,0.0012,0.92
4.324e-03,0.096,0.0004,0.86
4.328e-03,0.092,0.0002,0.9
4.332e-03,0.108,-2.84217e-18,0.88
4.336e-03,0.084,0.0002,0.88
4.340e-03,0.1,0.0004,0.8
4.344e-03,0.096,0.0004,0.84
4.348e-03,0.1,0.0004,0.86
4.352e-03,0.104,0.001,0.82
4.356e-03,0.112,0.0006,0.86
4.360e-03,0.108,0.0008,0.82
4.364e-03,0.1,0.0014,0.86
4.368e-03,0.096,0.0004,0.88
4.372e-03,0.088,0.0014,0.84
4.376e-03,0.092,0.0004,0.84
4.380e-03,0.1,0.0014,0.82
4.384e-03,0.096,-2.84217e-18,0.9
4.388e-03,0.088,0.0012,0.86
4.392e-03,0.092,0.0002,0.9
4.396e-03,0.096,0.0006,0.86
4.400e-03,0.104,0.0002,0.84
4.404e-03,0.092,0.0006,0.88
4.408e-03,0.1,0.0006,0.88
4.412e-03,0.096,0.0008,0.86
4.416e-03,0.1,0.0008,0.88
4.420e-03,0.092,0.0012,0.9
4.424e-03,0.096,0.001,0.8
4.428e-03,0.096,0.0006,0.86
4.432e-03,0.092,0.0002,0.84
4.436e-03,0.092,0.0008,0.92
4.440e-03,0.096,0.0006,0.84
4.444e-03,0.096,0.0004,0.9
4.448e-03,0.104,0.0006,0.88
4.452e-03,0.108,0.0006,0.92
4.456e-03,0.1,0.0008,0.84
4.460e-03,0.096,0.0002,0.86
4.464e-03,0.096,0.0006,0.88
4.468e-03,0.096,0.0008,0.92
4.472e-03,0.104,0.0006,0.84
4.476e-03,0.096,0.0016,0.88
4.480e-03,0.096,-2.84217e-18,0.9
4.484e-03,0.104,0.0012,0.88
4.488e-03,0.092,0.0004,0.88
4.492e-03,0.104,0.0006,0.84
4.496e-03,0.092,0.0002,0.86
4.500e-03,0.088,0.0008,0.88
4.504e-03,0.104,0.001,0.9
4.508e-03,0.096,0.0006,0.8
4.512e-03,0.1,0.0006,0.9
4.516e-03,0.092,0.0006,0.84
4.520e-03,0.096,0.0004,0.84
4.524e-03,0.104,0.0002,0.86
4.528e-03,0.096,0.001,0.86
4.532e-03,0.1,0.001,0.84
4.536e-03,0.1,0.0004,0.82
4.540e-03,0.096,0.0006,0.86
4.544e-03,0.1,0.0004,0.9
4.548e-03,0.096,0.0008,0.9
4.552e-03,0.1,0.0012,0.82
4.556e-03,0.1,-2.84217e-18,0.86
4.560e-03,0.108,0.0004,0.84
4.564e-03,0.092,-0.0006,0.86
4.568e-03,0.108,-0.0002,0.84
4.572e-03,0.108,0.0002,0.86
4.576e-03,0.1,0.0008,0.82
4.580e-03,0.1,0.0008,0.82
4.584e-03,0.096,0.0008,0.9
4.588e-03,0.1,0.0008,0.88
4.592e-03,0.112,0.0006,0.86
4.596e-03,0.096,0.0008,0.82
4.600e-03,0.108,0.0006,0.9
4.604e-03,0.108,0.0012,0.84
4.608e-03,0.096,0.0012,0.86
4.612e-03,0.108,0.0006,0.92
4.616e-03,0.1,0.0002,0.88
4.620e-03,0.096,0.0014,0.86
4.624e-03,0.108,0.0008,0.8
4.628e-03,0.104,0.0016,0.9
4.632e-03,0.092,0.001,0.84
4.636e-03,0.096,0.0012,0.88
4.640e-03,0.1,0.0012,0.88
4.644e-03,0.104,0.0008,0.96
4.648e-03,0.096,0.0008,0.86
4.652e-03,0.104,0.0006,0.86
4.656e-03,0.104,0.001,0.82
4.660e-03,0.104,0.0006,0.88
4.664e-03,0.108,0.0008,0.84
4.668e-03,0.1,0.0008,0.82
4.672e-03,0.108,0.0006,0.9
4.676e-03,0.1,0.0012,0.9
4.680e-03,0.096,0.0006,0.84
4.684e-03,0.104,0.0008,0.86
4.688e-03,0.104,0.0004,0.86
4.692e-03,0.108,-0.0004,0.9
4.696e-03,0.104,0.0006,0.84
4.700e-03,0.112,0.0016,0.9
4.704e-03,0.108,0.0006,0.88
4.708e-03,0.104,0.001,0.84
4.712e-03,0.1,0.0006,0.88
4.716e-03,0.096,-2.84217e-18,0.78
4.720e-03,0.096,0.0008,0.84
4.724e-03,0.108,0.0002,0.96
4.728e-03,0.104,0.0002,0.82
4.732e-03,0.1,0.0006,0.9
4.736e-03,0.108,0.0004,0.9
4.740e-03,0.1,0.0008,0.88
4.744e-03,0.104,0.0008,0.86
4.748e-03,0.1,0.0012,0.88
4.752e-03,0.108,0.0006,0.8
4.756e-03,0.108,0.0008,0.94
4.760e-03,0.1,0.0016,0.9
4.764e-03,0.116,0.0008,0.88
4.768e-03,0.108,0.0008,0.82
4.772e-03,0.1,0.0008,0.88
4.776e-03,0.108,0.001,0.88
4.780e-03,0.096,0.001,0.94
4.784e-03,0.096,0.0002,0.86
4.788e-03,0.108,0.0006,0.82
4.792e-03,0.104,0.0004,0.9
4.796e-03,0.1,0.0008,0.9
4.800e-03,0.108,0.0008,0.94
4.804e-03,0.108,0.0008,0.84
4.808e-03,0.108,0.0014,0.88
4.812e-03,0.108,0.0008,0.82
4.816e-03,0.1,0.0008,0.88
4.820e-03,0.104,0.0006,0.92
4.824e-03,0.116,-2.84217e-18,0.88
4.828e-03,0.108,0.0004,0.9
4.832e-03,0.104,0.0004,0.9
4.836e-03,0.104,0.0006,0.88
4.840e-03,0.096,0.0004,0.8
4.844e-03,0.104,0.001,0.9
4.848e-03,0.112,0.0008,0.92
4.852e-03,0.1,0.0004,0.86
4.856e-03,0.112,0.0004,0.88
4.860e-03,0.108,0.0008,0.88
4.864e-03,0.104,0.0008,0.86
4.868e-03,0.1,0.0006,0.84
4.872e-03,0.1,0.0004,0.88
4.876e-03,0.108,0.0006,0.88
4.880e-03,0.108,0.0014,0.88
4.884e-03,0.108,0.0012,0.92
4.888e-03,0.108,0.0014,0.86
4.892e-03,0.108,0.0012,0.84
4.896e-03,0.108,0.0008,0.88
4.900e-03,0.108,0.0008,0.88
4.904e-03,0.104,0.0002,0.84
4.908e-03,0.112,0.0004,0.9
4.912e-03,0.1,-2.84217e-18,0.88
4.916e-03,0.108,0.0006,0.94
4.920e-03,0.104,-2.84217e-18,0.86
4.924e-03,0.104,0.0014,0.86
4.928e-03,0.108,0.0014,0.9
4.932e-03,0.108,0.0014,0.92
4.936e-03,0.1,0.0008,0.86
4.940e-03,0.1,0.0008,0.9
4.944e-03,0.12,0.0014,0.86
4.948e-03,0.108,0.0014,0.84
4.952e-03,0.108,0.0004,0.88
4.956e-03,0.108,0.001,0.92
4.960e-03,0.1,0.0002,0.84
4.964e-03,0.104,0.0008,0.8
4.968e-03,0.108,0.0012,0.9
4.972e-03,0.108,0.001,0.88
4.976e-03,0.104,0.0008,0.9
4.980e-03,0.1,0.0002,0.92
4.984e-03,0.112,0.0008,0.8
4.988e-03,0.108,0.0008,0.82
4.992e-03,0.112,0.0008,0.82
4.996e-03,0.112,0.0012,0.9
5.000e-03,0.108,0.0008,0.92
5.004e-03,0.108,0.0002,0.84
5.008e-03,0.108,0.0006,0.9
5.012e-03,0.112,0.0008,0.88
5.016e-03,0.12,0.0004,0.88
5.020e-03,0.108,0.0002,0.88
5.024e-03,0.112,0.0014,0.9
5.028e-03,0.12,0.0012,0.84
5.032e-03,0.112,0.0006,0.9
5.036e-03,0.108,0.0014,0.82
5.040e-03,0.116,0.0014,0.86
5.044e-03,0.116,0.0004,0.86
5.048e-03,0.112,-2.84217e-18,0.9
5.052e-03,0.104,0.0004,0.88
5.056e-03,0.108,-0.0002,0.86
5.060e-03,0.112,0.0008,0.82
5.064e-03,0.108,0.0008,0.82
5.068e-03,0.108,0.0014,0.92
5.072e-03,0.112,0.0016,0.86
5.076e-03,0.116,0.0016,0.84
5.080e-03,0.1,0.0008,0.86
5.084e-03,0.112,0.001,0.84
5.088e-03,0.108,0.0006,0.88
5.092e-03,0.108,0.0012,0.92
5.096e-03,0.116,0.0012,0.9
5.100e-03,0.112,0.001,0.84
5.104e-03,0.108,0.0004,0.82
5.108e-03,0.108,0.0008,0.86
5.112e-03,0.108,0.0008,0.92
5.116e-03,0.108,0.0002,0.84
5.120e-03,0.12,-0.0002,0.84
5.124e-03,0.112,0.0006,0.82
5.128e-03,0.112,0.0006,0.84
5.132e-03,0.112,0.0004,0.88
5.136e-03,0.12,0.0008,0.86
5.140e-03,0.112,0.001,0.86
5.144e-03,0.108,0.0008,0.88
5.148e-03,0.112,0.0004,0.88
5.152e-03,0.116,0.001,0.88
5.156e-03,0.116,0.0008,0.96
5.160e-03,0.112,0.001,0.84
5.164e-03,0.112,0.0008,0.84
5.168e-03,0.116,-0.0002,0.9
5.172e-03,0.108,0.0002,0.92
5.176e-03,0.112,0.0006,0.86
5.180e-03,0.116,0.0002,0.9
5.184e-03,0.12,0.001,0.88
5.188e-03,0.116,0.0012,0.84
5.192e-03,0.108,0.0004,0.86
5.196e-03,0.112,0.0012,0.88
5.200e-03,0.112,0.0012,0.86
5.204e-03,0.108,0.0008,0.88
5.208e-03,0.116,0.001,0.92
5.212e-03,0.108,0.0006,0.88
5.216e-03,0.112,0.0006,0.88
5.220e-03,0.108,0.0002,0.84
5.224e-03,0.112,0.001,0.86
5.228e-03,0.108,0.0022,0.88
5.232e-03,0.116,0.0014,0.86
5.236e-03,0.108,0.0002,0.86
5.240e-03,0.108,0.001,0.9
5.244e-03,0.112,0.0008,0.86
5.248e-03,0.12,0.0008,0.86
5.252e-03,0.108,0.0012,0.86
5.256e-03,0.12,0.0008,0.9
5.260e-03,0.12,0.0006,0.86
5.264e-03,0.104,0.0012,0.88
5.268e-03,0.1,0.0008,0.82
5.272e-03,0.116,0.0012,0.88
5.276e-03,0.116,0.0008,0.9
5.280e-03,0.116,0.0006,0.82
5.284e-03,0.12,0.0004,0.84
5.288e-03,0.12,0.0008,0.84
5.292e-03,0.12,0.0006,0.84
5.296e-03,0.12,0.0014,0.9
5.300e-03,0.116,0.0004,0.82
5.304e-03,0.128,0.0006,0.84
