Freq.	V(vout)
2.69153480392690e+03	(-1.16487497328989e+01dB,-2.75536072357552e+00°)
2.75422870333815e+03	(-1.16490012302722e+01dB,-2.74047423806323e+00°)
2.81838293126444e+03	(-1.16492480173730e+01dB,-2.72704078341268e+00°)
2.88403150312659e+03	(-1.16494906177298e+01dB,-2.71505352866558e+00°)
2.95120922666637e+03	(-1.16497295461709e+01dB,-2.70450641108399e+00°)
3.01995172040200e+03	(-1.16499653099148e+01dB,-2.69539413430771e+00°)
3.09029543251358e+03	(-1.16501984096554e+01dB,-2.68771216698611e+00°)
3.16227766016836e+03	(-1.16504293406240e+01dB,-2.68145674178423e+00°)
3.23593656929627e+03	(-1.16506585936485e+01dB,-2.67662485486180e+00°)
3.31131121482590e+03	(-1.16508866562040e+01dB,-2.67321426576762e+00°)
3.38844156139201e+03	(-1.16511140134560e+01dB,-2.67122349779710e+00°)
3.46736850452530e+03	(-1.16513411493019e+01dB,-2.67065183878710e+00°)
3.54813389233574e+03	(-1.16515685474103e+01dB,-2.67149934237876e+00°)
3.63078054770100e+03	(-1.16517966922658e+01dB,-2.67376682977363e+00°)
3.71535229097171e+03	(-1.16520260702113e+01dB,-2.67745589192012e+00°)
3.80189396320559e+03	(-1.16522571705039e+01dB,-2.68256889224848e+00°)
3.89045144994279e+03	(-1.16524904863721e+01dB,-2.68910896984665e+00°)
3.98107170553495e+03	(-1.16527265160925e+01dB,-2.69708004320595e+00°)
4.07380277804111e+03	(-1.16529657640701e+01dB,-2.70648681443234e+00°)
4.16869383470333e+03	(-1.16532087419459e+01dB,-2.71733477405146e+00°)
4.26579518801591e+03	(-1.16534559697140e+01dB,-2.72963020630435e+00°)
4.36515832240164e+03	(-1.16537079768649e+01dB,-2.74338019505594e+00°)
4.46683592150961e+03	(-1.16539653035531e+01dB,-2.75859263024610e+00°)
4.57088189614873e+03	(-1.16542285017892e+01dB,-2.77527621496872e+00°)
4.67735141287196e+03	(-1.16544981366651e+01dB,-2.79344047313808e+00°)
4.78630092322636e+03	(-1.16547747876108e+01dB,-2.81309575779942e+00°)
4.89778819368444e+03	(-1.16550590496880e+01dB,-2.83425326008846e+00°)
5.01187233627270e+03	(-1.16553515349210e+01dB,-2.85692501888427e+00°)
5.12861383991362e+03	(-1.16556528736749e+01dB,-2.88112393111187e+00°)
5.24807460249770e+03	(-1.16559637160773e+01dB,-2.90686376282907e+00°)
5.37031796370250e+03	(-1.16562847334912e+01dB,-2.93415916100887e+00°)
5.49540873857622e+03	(-1.16566166200430e+01dB,-2.96302566613974e+00°)
5.62341325190346e+03	(-1.16569600942056e+01dB,-2.99347972560370e+00°)
5.75439937337154e+03	(-1.16573159004526e+01dB,-3.02553870790915e+00°)
5.88843655355586e+03	(-1.16576848109670e+01dB,-3.05922091779514e+00°)
6.02559586074354e+03	(-1.16580676274361e+01dB,-3.09454561224288e+00°)
6.16595001861479e+03	(-1.16584651829121e+01dB,-3.13153301744677e+00°)
6.30957344480190e+03	(-1.16588783437650e+01dB,-3.17020434677295e+00°)
6.45654229034652e+03	(-1.16593080117157e+01dB,-3.21058181975037e+00°)
6.60693448007592e+03	(-1.16597551259685e+01dB,-3.25268868216648e+00°)
6.76082975391978e+03	(-1.16602206654444e+01dB,-3.29654922727778e+00°)
6.91830970918932e+03	(-1.16607056511204e+01dB,-3.34218881824452e+00°)
7.07945784384134e+03	(-1.16612111484876e+01dB,-3.38963391178431e+00°)
7.24435960074986e+03	(-1.16617382701238e+01dB,-3.43891208317306e+00°)
7.41310241300913e+03	(-1.16622881784090e+01dB,-3.49005205261021e+00°)
7.58577575029179e+03	(-1.16628620883724e+01dB,-3.54308371305885e+00°)
7.76247116628687e+03	(-1.16634612706918e+01dB,-3.59803815960486e+00°)
7.94328234724277e+03	(-1.16640870548518e+01dB,-3.65494772044137e+00°)
8.12830516164094e+03	(-1.16647408324746e+01dB,-3.71384598958127e+00°)
8.31763771102666e+03	(-1.16654240608309e+01dB,-3.77476786133297e+00°)
8.51138038202371e+03	(-1.16661382665451e+01dB,-3.83774956672933e+00°)
8.70963589956075e+03	(-1.16668850495107e+01dB,-3.90282871193052e+00°)
8.91250938133740e+03	(-1.16676660870263e+01dB,-3.97004431881648e+00°)
9.12010839355904e+03	(-1.16684831381681e+01dB,-4.03943686777367e+00°)
9.33254300796985e+03	(-1.16693380484247e+01dB,-4.11104834295121e+00°)
9.54992586021430e+03	(-1.16702327545900e+01dB,-4.18492228000734e+00°)
9.77237220955804e+03	(-1.16711692899659e+01dB,-4.26110381658341e+00°)
9.99999999999993e+03	(-1.16721497898615e+01dB,-4.33963974564156e+00°)
1.02329299228075e+04	(-1.16731764974398e+01dB,-4.42057857186638e+00°)
1.04712854805089e+04	(-1.16742517699206e+01dB,-4.50397057127311e+00°)
1.07151930523760e+04	(-1.16753780851662e+01dB,-4.58986785432734e+00°)
1.09647819614318e+04	(-1.16765580486898e+01dB,-4.67832443268516e+00°)
1.12201845430196e+04	(-1.16777944011040e+01dB,-4.76939628989183e+00°)
1.14815362149688e+04	(-1.16790900260555e+01dB,-4.86314145625273e+00°)
1.17489755493952e+04	(-1.16804479586743e+01dB,-4.95962008814816e+00°)
1.20226443461740e+04	(-1.16818713945762e+01dB,-5.05889455212385e+00°)
1.23026877081237e+04	(-1.16833636994801e+01dB,-5.16102951406704e+00°)
1.25892541179416e+04	(-1.16849284194516e+01dB,-5.26609203381988e+00°)
1.28824955169313e+04	(-1.16865692918726e+01dB,-5.37415166557029e+00°)
