Freq.	V(vout)
5.88843655355584e+04	(-1.30083645366741e+02dB,1.52055474672246e+02°)
6.02559586074352e+04	(-1.30570662528150e+02dB,1.51102301705142e+02°)
6.16595001861477e+04	(-1.31065786948624e+02dB,1.50103254262377e+02°)
6.30957344480187e+04	(-1.31569975558878e+02dB,1.49055427038714e+02°)
6.45654229034650e+04	(-1.32084322836047e+02dB,1.47955745779488e+02°)
6.60693448007590e+04	(-1.32610084044923e+02dB,1.46800972637319e+02°)
6.76082975391975e+04	(-1.33148703035482e+02dB,1.45587717902959e+02°)
6.91830970918930e+04	(-1.33701845650613e+02dB,1.44312460361642e+02°)
7.07945784384131e+04	(-1.34271440099854e+02dB,1.42971579196582e+02°)
7.24435960074983e+04	(-1.34859726069449e+02dB,1.41561401227188e+02°)
7.41310241300911e+04	(-1.35469314920091e+02dB,1.40078268398036e+02°)
7.58577575029177e+04	(-1.36103264157276e+02dB,1.38518631928511e+02°)
7.76247116628685e+04	(-1.36765170583389e+02dB,1.36879181559054e+02°)
7.94328234724274e+04	(-1.37459288383384e+02dB,1.35157021175542e+02°)
8.12830516164092e+04	(-1.38190681240185e+02dB,1.33349906277799e+02°)
8.31763771102663e+04	(-1.38965422080327e+02dB,1.31456565258823e+02°)
8.51138038202369e+04	(-1.39790861377879e+02dB,1.29477137180209e+02°)
8.70963589956073e+04	(-1.40675997210855e+02dB,1.27413777488581e+02°)
8.91250938133737e+04	(-1.41632001456761e+02dB,1.25271517861377e+02°)
9.12010839355901e+04	(-1.42672994473319e+02dB,1.23059534283747e+02°)
9.33254300796982e+04	(-1.43817231543734e+02dB,1.20793117619517e+02°)
9.54992586021427e+04	(-1.45089003832159e+02dB,1.18496947969094e+02°)
9.77237220955802e+04	(-1.46521848352983e+02dB,1.16210995966652e+02°)
1.00000000000000e+05	(-1.48164320413533e+02dB,1.14002228584725e+02°)
