"TIME","CH1","CH2"
-7.278e-02,0.396,-0.276
-7.276e-02,0.39,-0.274
-7.274e-02,0.386,-0.272
-7.272e-02,0.39,-0.266
-7.270e-02,0.39,-0.272
-7.268e-02,0.394,-0.272
-7.266e-02,0.388,-0.27
-7.264e-02,0.388,-0.274
-7.262e-02,0.398,-0.27
-7.260e-02,0.392,-0.274
-7.258e-02,0.392,-0.272
-7.256e-02,0.396,-0.276
-7.254e-02,0.39,-0.27
-7.252e-02,0.39,-0.268
-7.250e-02,0.386,-0.276
-7.248e-02,0.4,-0.27
-7.246e-02,0.39,-0.272
-7.244e-02,0.39,-0.272
-7.242e-02,0.392,-0.27
-7.240e-02,0.388,-0.276
-7.238e-02,0.394,-0.268
-7.236e-02,0.392,-0.27
-7.234e-02,0.396,-0.268
-7.232e-02,0.39,-0.268
-7.230e-02,0.388,-0.272
-7.228e-02,0.39,-0.264
-7.226e-02,0.392,-0.276
-7.224e-02,0.392,-0.264
-7.222e-02,0.388,-0.262
-7.220e-02,0.396,-0.266
-7.218e-02,0.394,-0.264
-7.216e-02,0.392,-0.272
-7.214e-02,0.392,-0.274
-7.212e-02,0.39,-0.268
-7.210e-02,0.394,-0.268
-7.208e-02,0.39,-0.27
-7.206e-02,0.392,-0.27
-7.204e-02,0.394,-0.272
-7.202e-02,0.396,-0.27
-7.200e-02,0.392,-0.27
-7.198e-02,0.394,-0.27
-7.196e-02,0.4,-0.274
-7.194e-02,0.398,-0.27
-7.192e-02,0.39,-0.272
-7.190e-02,0.388,-0.272
-7.188e-02,0.39,-0.27
-7.186e-02,0.39,-0.268
-7.184e-02,0.394,-0.268
-7.182e-02,0.396,-0.274
-7.180e-02,0.396,-0.264
-7.178e-02,0.392,-0.27
-7.176e-02,0.394,-0.268
-7.174e-02,0.388,-0.27
-7.172e-02,0.396,-0.268
-7.170e-02,0.392,-0.272
-7.168e-02,0.384,-0.272
-7.166e-02,0.386,-0.264
-7.164e-02,0.394,-0.264
-7.162e-02,0.398,-0.27
-7.160e-02,0.394,-0.268
-7.158e-02,0.39,-0.27
-7.156e-02,0.388,-0.27
-7.154e-02,0.392,-0.27
-7.152e-02,0.39,-0.268
-7.150e-02,0.386,-0.266
-7.148e-02,0.394,-0.27
-7.146e-02,0.394,-0.272
-7.144e-02,0.396,-0.266
-7.142e-02,0.398,-0.272
-7.140e-02,0.392,-0.26
-7.138e-02,0.394,-0.268
-7.136e-02,0.4,-0.26
-7.134e-02,0.39,-0.264
-7.132e-02,0.396,-0.264
-7.130e-02,0.394,-0.26
-7.128e-02,0.394,-0.264
-7.126e-02,0.398,-0.264
-7.124e-02,0.394,-0.264
-7.122e-02,0.396,-0.266
-7.120e-02,0.386,-0.268
-7.118e-02,0.386,-0.262
-7.116e-02,0.394,-0.262
-7.114e-02,0.392,-0.268
-7.112e-02,0.394,-0.268
-7.110e-02,0.384,-0.264
-7.108e-02,0.382,-0.266
-7.106e-02,0.402,-0.266
-7.104e-02,0.392,-0.27
-7.102e-02,0.39,-0.264
-7.100e-02,0.394,-0.268
-7.098e-02,0.394,-0.262
-7.096e-02,0.384,-0.264
-7.094e-02,0.396,-0.266
-7.092e-02,0.388,-0.26
-7.090e-02,0.394,-0.264
-7.088e-02,0.398,-0.262
-7.086e-02,0.388,-0.264
-7.084e-02,0.39,-0.262
-7.082e-02,0.386,-0.264
-7.080e-02,0.392,-0.26
-7.078e-02,0.39,-0.262
-7.076e-02,0.388,-0.262
-7.074e-02,0.396,-0.264
-7.072e-02,0.392,-0.264
-7.070e-02,0.39,-0.262
-7.068e-02,0.394,-0.264
-7.066e-02,0.396,-0.26
-7.064e-02,0.392,-0.262
-7.062e-02,0.39,-0.26
-7.060e-02,0.39,-0.262
-7.058e-02,0.396,-0.264
-7.056e-02,0.386,-0.262
-7.054e-02,0.402,-0.26
-7.052e-02,0.396,-0.262
-7.050e-02,0.392,-0.262
-7.048e-02,0.39,-0.266
-7.046e-02,0.386,-0.262
-7.044e-02,0.392,-0.262
-7.042e-02,0.382,-0.262
-7.040e-02,0.398,-0.262
-7.038e-02,0.398,-0.264
-7.036e-02,0.388,-0.262
-7.034e-02,0.384,-0.264
-7.032e-02,0.394,-0.26
-7.030e-02,0.39,-0.262
-7.028e-02,0.39,-0.262
-7.026e-02,0.392,-0.26
-7.024e-02,0.392,-0.262
-7.022e-02,0.394,-0.264
-7.020e-02,0.384,-0.26
-7.018e-02,0.392,-0.258
-7.016e-02,0.396,-0.258
-7.014e-02,0.396,-0.262
-7.012e-02,0.388,-0.26
-7.010e-02,0.39,-0.26
-7.008e-02,0.396,-0.262
-7.006e-02,0.392,-0.26
-7.004e-02,0.388,-0.266
-7.002e-02,0.386,-0.264
-7.000e-02,0.392,-0.258
-6.998e-02,0.388,-0.262
-6.996e-02,0.386,-0.256
-6.994e-02,0.388,-0.254
-6.992e-02,0.388,-0.26
-6.990e-02,0.394,-0.256
-6.988e-02,0.39,-0.26
-6.986e-02,0.396,-0.264
-6.984e-02,0.394,-0.256
-6.982e-02,0.39,-0.254
-6.980e-02,0.392,-0.26
-6.978e-02,0.386,-0.254
-6.976e-02,0.39,-0.258
-6.974e-02,0.39,-0.258
-6.972e-02,0.394,-0.254
-6.970e-02,0.39,-0.256
-6.968e-02,0.394,-0.26
-6.966e-02,0.4,-0.26
-6.964e-02,0.39,-0.262
-6.962e-02,0.392,-0.258
-6.960e-02,0.392,-0.26
-6.958e-02,0.392,-0.262
-6.956e-02,0.392,-0.252
-6.954e-02,0.398,-0.254
-6.952e-02,0.39,-0.268
-6.950e-02,0.392,-0.262
-6.948e-02,0.394,-0.256
-6.946e-02,0.396,-0.264
-6.944e-02,0.394,-0.254
-6.942e-02,0.396,-0.264
-6.940e-02,0.384,-0.258
-6.938e-02,0.396,-0.254
-6.936e-02,0.388,-0.26
-6.934e-02,0.394,-0.252
-6.932e-02,0.392,-0.254
-6.930e-02,0.394,-0.258
-6.928e-02,0.392,-0.258
-6.926e-02,0.396,-0.252
-6.924e-02,0.392,-0.258
-6.922e-02,0.394,-0.26
-6.920e-02,0.392,-0.26
-6.918e-02,0.396,-0.262
-6.916e-02,0.392,-0.26
-6.914e-02,0.388,-0.258
-6.912e-02,0.392,-0.254
-6.910e-02,0.384,-0.254
-6.908e-02,0.392,-0.254
-6.906e-02,0.396,-0.25
-6.904e-02,0.386,-0.258
-6.902e-02,0.394,-0.25
-6.900e-02,0.396,-0.254
-6.898e-02,0.392,-0.254
-6.896e-02,0.39,-0.254
-6.894e-02,0.388,-0.25
-6.892e-02,0.394,-0.254
-6.890e-02,0.394,-0.258
-6.888e-02,0.386,-0.26
-6.886e-02,0.386,-0.258
-6.884e-02,0.39,-0.258
-6.882e-02,0.392,-0.252
-6.880e-02,0.388,-0.258
-6.878e-02,0.388,-0.252
-6.876e-02,0.39,-0.262
-6.874e-02,0.396,-0.254
-6.872e-02,0.392,-0.252
-6.870e-02,0.388,-0.254
-6.868e-02,0.392,-0.252
-6.866e-02,0.386,-0.248
-6.864e-02,0.39,-0.248
-6.862e-02,0.396,-0.254
-6.860e-02,0.392,-0.258
-6.858e-02,0.398,-0.25
-6.856e-02,0.388,-0.256
-6.854e-02,0.392,-0.254
-6.852e-02,0.39,-0.254
-6.850e-02,0.384,-0.256
-6.848e-02,0.384,-0.256
-6.846e-02,0.388,-0.254
-6.844e-02,0.386,-0.248
-6.842e-02,0.386,-0.252
-6.840e-02,0.388,-0.254
-6.838e-02,0.39,-0.252
-6.836e-02,0.386,-0.252
-6.834e-02,0.39,-0.246
-6.832e-02,0.386,-0.25
-6.830e-02,0.388,-0.246
-6.828e-02,0.392,-0.248
-6.826e-02,0.382,-0.252
-6.824e-02,0.39,-0.252
-6.822e-02,0.388,-0.258
-6.820e-02,0.392,-0.25
-6.818e-02,0.394,-0.258
-6.816e-02,0.39,-0.248
-6.814e-02,0.39,-0.254
-6.812e-02,0.388,-0.256
-6.810e-02,0.39,-0.26
-6.808e-02,0.394,-0.252
-6.806e-02,0.386,-0.25
-6.804e-02,0.396,-0.246
-6.802e-02,0.396,-0.252
-6.800e-02,0.396,-0.256
-6.798e-02,0.386,-0.246
-6.796e-02,0.386,-0.25
-6.794e-02,0.394,-0.254
-6.792e-02,0.388,-0.254
-6.790e-02,0.396,-0.254
-6.788e-02,0.39,-0.252
-6.786e-02,0.396,-0.242
-6.784e-02,0.396,-0.25
-6.782e-02,0.394,-0.248
-6.780e-02,0.392,-0.25
-6.778e-02,0.388,-0.254
-6.776e-02,0.388,-0.252
-6.774e-02,0.394,-0.248
-6.772e-02,0.392,-0.246
-6.770e-02,0.386,-0.252
-6.768e-02,0.396,-0.248
-6.766e-02,0.398,-0.252
-6.764e-02,0.396,-0.254
-6.762e-02,0.386,-0.25
-6.760e-02,0.394,-0.25
-6.758e-02,0.394,-0.252
-6.756e-02,0.388,-0.252
-6.754e-02,0.392,-0.256
-6.752e-02,0.392,-0.246
-6.750e-02,0.394,-0.252
-6.748e-02,0.392,-0.246
-6.746e-02,0.394,-0.252
-6.744e-02,0.396,-0.25
-6.742e-02,0.394,-0.242
-6.740e-02,0.392,-0.248
-6.738e-02,0.388,-0.25
-6.736e-02,0.39,-0.248
-6.734e-02,0.392,-0.25
-6.732e-02,0.39,-0.248
-6.730e-02,0.392,-0.244
-6.728e-02,0.396,-0.246
-6.726e-02,0.398,-0.248
-6.724e-02,0.39,-0.246
-6.722e-02,0.392,-0.244
-6.720e-02,0.394,-0.248
-6.718e-02,0.388,-0.25
-6.716e-02,0.39,-0.246
-6.714e-02,0.396,-0.252
-6.712e-02,0.39,-0.248
-6.710e-02,0.392,-0.246
-6.708e-02,0.392,-0.246
-6.706e-02,0.396,-0.244
-6.704e-02,0.39,-0.24
-6.702e-02,0.392,-0.25
-6.700e-02,0.394,-0.244
-6.698e-02,0.384,-0.242
-6.696e-02,0.392,-0.244
-6.694e-02,0.402,-0.25
-6.692e-02,0.392,-0.246
-6.690e-02,0.388,-0.246
-6.688e-02,0.394,-0.244
-6.686e-02,0.388,-0.246
-6.684e-02,0.398,-0.244
-6.682e-02,0.394,-0.244
-6.680e-02,0.396,-0.246
-6.678e-02,0.39,-0.248
-6.676e-02,0.396,-0.246
-6.674e-02,0.396,-0.25
-6.672e-02,0.388,-0.244
-6.670e-02,0.398,-0.242
-6.668e-02,0.392,-0.242
-6.666e-02,0.392,-0.242
-6.664e-02,0.392,-0.246
-6.662e-02,0.396,-0.246
-6.660e-02,0.394,-0.244
-6.658e-02,0.39,-0.244
-6.656e-02,0.39,-0.25
-6.654e-02,0.386,-0.254
-6.652e-02,0.384,-0.248
-6.650e-02,0.392,-0.248
-6.648e-02,0.39,-0.246
-6.646e-02,0.39,-0.244
-6.644e-02,0.392,-0.244
-6.642e-02,0.392,-0.25
-6.640e-02,0.386,-0.246
-6.638e-02,0.394,-0.244
-6.636e-02,0.392,-0.242
-6.634e-02,0.394,-0.242
-6.632e-02,0.39,-0.246
-6.630e-02,0.392,-0.242
-6.628e-02,0.384,-0.242
-6.626e-02,0.394,-0.246
-6.624e-02,0.384,-0.244
-6.622e-02,0.394,-0.246
-6.620e-02,0.392,-0.246
-6.618e-02,0.394,-0.246
-6.616e-02,0.382,-0.236
-6.614e-02,0.392,-0.242
-6.612e-02,0.396,-0.24
-6.610e-02,0.39,-0.242
-6.608e-02,0.394,-0.242
-6.606e-02,0.396,-0.244
-6.604e-02,0.394,-0.24
-6.602e-02,0.396,-0.248
-6.600e-02,0.39,-0.242
-6.598e-02,0.39,-0.24
-6.596e-02,0.386,-0.246
-6.594e-02,0.396,-0.238
-6.592e-02,0.396,-0.242
-6.590e-02,0.392,-0.246
-6.588e-02,0.39,-0.244
-6.586e-02,0.39,-0.242
-6.584e-02,0.398,-0.242
-6.582e-02,0.388,-0.25
-6.580e-02,0.384,-0.242
-6.578e-02,0.392,-0.24
-6.576e-02,0.394,-0.242
-6.574e-02,0.388,-0.238
-6.572e-02,0.386,-0.24
-6.570e-02,0.396,-0.24
-6.568e-02,0.392,-0.24
-6.566e-02,0.39,-0.244
-6.564e-02,0.394,-0.242
-6.562e-02,0.392,-0.242
-6.560e-02,0.392,-0.24
-6.558e-02,0.39,-0.24
-6.556e-02,0.392,-0.242
-6.554e-02,0.392,-0.24
-6.552e-02,0.39,-0.242
-6.550e-02,0.39,-0.244
-6.548e-02,0.386,-0.234
-6.546e-02,0.39,-0.238
-6.544e-02,0.398,-0.24
-6.542e-02,0.386,-0.24
-6.540e-02,0.388,-0.242
-6.538e-02,0.394,-0.24
-6.536e-02,0.388,-0.242
-6.534e-02,0.394,-0.24
-6.532e-02,0.398,-0.238
-6.530e-02,0.388,-0.242
-6.528e-02,0.394,-0.236
-6.526e-02,0.388,-0.24
-6.524e-02,0.392,-0.24
-6.522e-02,0.386,-0.238
-6.520e-02,0.39,-0.244
-6.518e-02,0.396,-0.244
-6.516e-02,0.386,-0.24
-6.514e-02,0.4,-0.236
-6.512e-02,0.394,-0.242
-6.510e-02,0.394,-0.242
-6.508e-02,0.384,-0.24
-6.506e-02,0.392,-0.242
-6.504e-02,0.39,-0.24
-6.502e-02,0.394,-0.24
-6.500e-02,0.384,-0.24
-6.498e-02,0.398,-0.238
-6.496e-02,0.392,-0.244
-6.494e-02,0.394,-0.234
-6.492e-02,0.388,-0.242
-6.490e-02,0.388,-0.242
-6.488e-02,0.394,-0.242
-6.486e-02,0.394,-0.242
-6.484e-02,0.39,-0.234
-6.482e-02,0.392,-0.244
-6.480e-02,0.386,-0.24
-6.478e-02,0.394,-0.234
-6.476e-02,0.394,-0.24
-6.474e-02,0.392,-0.236
-6.472e-02,0.396,-0.238
-6.470e-02,0.39,-0.234
-6.468e-02,0.386,-0.236
-6.466e-02,0.394,-0.242
-6.464e-02,0.398,-0.232
-6.462e-02,0.396,-0.236
-6.460e-02,0.384,-0.24
-6.458e-02,0.392,-0.24
-6.456e-02,0.396,-0.24
-6.454e-02,0.394,-0.232
-6.452e-02,0.394,-0.236
-6.450e-02,0.388,-0.23
-6.448e-02,0.388,-0.234
-6.446e-02,0.392,-0.234
-6.444e-02,0.39,-0.24
-6.442e-02,0.394,-0.236
-6.440e-02,0.39,-0.24
-6.438e-02,0.39,-0.238
-6.436e-02,0.388,-0.24
-6.434e-02,0.396,-0.232
-6.432e-02,0.396,-0.23
-6.430e-02,0.39,-0.236
-6.428e-02,0.392,-0.236
-6.426e-02,0.386,-0.24
-6.424e-02,0.394,-0.236
-6.422e-02,0.398,-0.234
-6.420e-02,0.39,-0.23
-6.418e-02,0.388,-0.236
-6.416e-02,0.392,-0.232
-6.414e-02,0.39,-0.236
-6.412e-02,0.394,-0.232
-6.410e-02,0.394,-0.234
-6.408e-02,0.394,-0.228
-6.406e-02,0.392,-0.232
-6.404e-02,0.39,-0.234
-6.402e-02,0.396,-0.228
-6.400e-02,0.386,-0.232
-6.398e-02,0.394,-0.23
-6.396e-02,0.388,-0.232
-6.394e-02,0.388,-0.23
-6.392e-02,0.396,-0.23
-6.390e-02,0.392,-0.232
-6.388e-02,0.396,-0.232
-6.386e-02,0.396,-0.234
-6.384e-02,0.392,-0.232
-6.382e-02,0.39,-0.228
-6.380e-02,0.39,-0.23
-6.378e-02,0.396,-0.232
-6.376e-02,0.392,-0.236
-6.374e-02,0.392,-0.23
-6.372e-02,0.388,-0.232
-6.370e-02,0.394,-0.234
-6.368e-02,0.388,-0.236
-6.366e-02,0.398,-0.234
-6.364e-02,0.396,-0.236
-6.362e-02,0.392,-0.234
-6.360e-02,0.39,-0.236
-6.358e-02,0.386,-0.228
-6.356e-02,0.394,-0.242
-6.354e-02,0.398,-0.234
-6.352e-02,0.404,-0.23
-6.350e-02,0.39,-0.228
-6.348e-02,0.396,-0.234
-6.346e-02,0.39,-0.236
-6.344e-02,0.396,-0.228
-6.342e-02,0.392,-0.236
-6.340e-02,0.392,-0.234
-6.338e-02,0.394,-0.234
-6.336e-02,0.388,-0.228
-6.334e-02,0.396,-0.222
-6.332e-02,0.394,-0.234
-6.330e-02,0.384,-0.226
-6.328e-02,0.4,-0.232
-6.326e-02,0.392,-0.228
-6.324e-02,0.394,-0.232
-6.322e-02,0.388,-0.232
-6.320e-02,0.396,-0.228
-6.318e-02,0.39,-0.232
-6.316e-02,0.396,-0.23
-6.314e-02,0.394,-0.232
-6.312e-02,0.388,-0.23
-6.310e-02,0.396,-0.23
-6.308e-02,0.39,-0.232
-6.306e-02,0.4,-0.228
-6.304e-02,0.396,-0.232
-6.302e-02,0.39,-0.226
-6.300e-02,0.392,-0.226
-6.298e-02,0.386,-0.23
-6.296e-02,0.396,-0.228
-6.294e-02,0.39,-0.232
-6.292e-02,0.39,-0.228
-6.290e-02,0.39,-0.226
-6.288e-02,0.394,-0.228
-6.286e-02,0.388,-0.232
-6.284e-02,0.392,-0.226
-6.282e-02,0.39,-0.234
-6.280e-02,0.394,-0.226
-6.278e-02,0.386,-0.228
-6.276e-02,0.39,-0.226
-6.274e-02,0.39,-0.222
-6.272e-02,0.396,-0.228
-6.270e-02,0.388,-0.226
-6.268e-02,0.392,-0.222
-6.266e-02,0.39,-0.228
-6.264e-02,0.396,-0.226
-6.262e-02,0.388,-0.228
-6.260e-02,0.392,-0.23
-6.258e-02,0.394,-0.23
-6.256e-02,0.384,-0.234
-6.254e-02,0.394,-0.222
-6.252e-02,0.394,-0.228
-6.250e-02,0.388,-0.228
-6.248e-02,0.392,-0.228
-6.246e-02,0.394,-0.224
-6.244e-02,0.398,-0.226
-6.242e-02,0.39,-0.23
-6.240e-02,0.388,-0.234
-6.238e-02,0.39,-0.226
-6.236e-02,0.39,-0.23
-6.234e-02,0.394,-0.228
-6.232e-02,0.39,-0.23
-6.230e-02,0.394,-0.224
-6.228e-02,0.382,-0.226
-6.226e-02,0.4,-0.222
-6.224e-02,0.4,-0.228
-6.222e-02,0.388,-0.228
-6.220e-02,0.386,-0.222
-6.218e-02,0.39,-0.224
-6.216e-02,0.392,-0.226
-6.214e-02,0.386,-0.228
-6.212e-02,0.39,-0.224
-6.210e-02,0.394,-0.228
-6.208e-02,0.392,-0.228
-6.206e-02,0.396,-0.226
-6.204e-02,0.396,-0.226
-6.202e-02,0.392,-0.226
-6.200e-02,0.394,-0.224
-6.198e-02,0.386,-0.222
-6.196e-02,0.392,-0.222
-6.194e-02,0.392,-0.226
-6.192e-02,0.396,-0.224
-6.190e-02,0.392,-0.224
-6.188e-02,0.392,-0.226
-6.186e-02,0.394,-0.226
-6.184e-02,0.388,-0.224
-6.182e-02,0.394,-0.228
-6.180e-02,0.392,-0.224
-6.178e-02,0.386,-0.224
-6.176e-02,0.39,-0.222
-6.174e-02,0.392,-0.222
-6.172e-02,0.392,-0.22
-6.170e-02,0.396,-0.228
-6.168e-02,0.394,-0.218
-6.166e-02,0.396,-0.224
-6.164e-02,0.394,-0.224
-6.162e-02,0.388,-0.222
-6.160e-02,0.392,-0.224
-6.158e-02,0.394,-0.222
-6.156e-02,0.394,-0.226
-6.154e-02,0.404,-0.22
-6.152e-02,0.396,-0.222
-6.150e-02,0.392,-0.22
-6.148e-02,0.39,-0.222
-6.146e-02,0.398,-0.222
-6.144e-02,0.39,-0.22
-6.142e-02,0.392,-0.214
-6.140e-02,0.392,-0.222
-6.138e-02,0.394,-0.218
-6.136e-02,0.39,-0.226
-6.134e-02,0.396,-0.224
-6.132e-02,0.394,-0.226
-6.130e-02,0.392,-0.22
-6.128e-02,0.384,-0.222
-6.126e-02,0.39,-0.226
-6.124e-02,0.39,-0.216
-6.122e-02,0.388,-0.218
-6.120e-02,0.392,-0.22
-6.118e-02,0.388,-0.226
-6.116e-02,0.39,-0.22
-6.114e-02,0.396,-0.22
-6.112e-02,0.396,-0.226
-6.110e-02,0.388,-0.222
-6.108e-02,0.396,-0.222
-6.106e-02,0.392,-0.224
-6.104e-02,0.388,-0.224
-6.102e-02,0.394,-0.212
-6.100e-02,0.394,-0.22
-6.098e-02,0.392,-0.216
-6.096e-02,0.384,-0.222
-6.094e-02,0.386,-0.222
-6.092e-02,0.392,-0.224
-6.090e-02,0.402,-0.22
-6.088e-02,0.39,-0.218
-6.086e-02,0.388,-0.226
-6.084e-02,0.386,-0.224
-6.082e-02,0.39,-0.216
-6.080e-02,0.394,-0.216
-6.078e-02,0.388,-0.218
-6.076e-02,0.394,-0.22
-6.074e-02,0.39,-0.216
-6.072e-02,0.396,-0.222
-6.070e-02,0.392,-0.222
-6.068e-02,0.396,-0.222
-6.066e-02,0.396,-0.22
-6.064e-02,0.39,-0.222
-6.062e-02,0.396,-0.218
-6.060e-02,0.396,-0.22
-6.058e-02,0.394,-0.222
-6.056e-02,0.394,-0.222
-6.054e-02,0.392,-0.22
-6.052e-02,0.388,-0.218
-6.050e-02,0.394,-0.21
-6.048e-02,0.394,-0.216
-6.046e-02,0.394,-0.22
-6.044e-02,0.386,-0.216
-6.042e-02,0.394,-0.22
-6.040e-02,0.388,-0.222
-6.038e-02,0.39,-0.222
-6.036e-02,0.396,-0.218
-6.034e-02,0.392,-0.214
-6.032e-02,0.394,-0.22
-6.030e-02,0.386,-0.218
-6.028e-02,0.392,-0.214
-6.026e-02,0.39,-0.22
-6.024e-02,0.386,-0.212
-6.022e-02,0.394,-0.218
-6.020e-02,0.392,-0.218
-6.018e-02,0.394,-0.214
-6.016e-02,0.4,-0.212
-6.014e-02,0.394,-0.212
-6.012e-02,0.388,-0.216
-6.010e-02,0.394,-0.222
-6.008e-02,0.396,-0.218
-6.006e-02,0.388,-0.216
-6.004e-02,0.392,-0.22
-6.002e-02,0.392,-0.22
-6.000e-02,0.396,-0.216
-5.998e-02,0.386,-0.218
-5.996e-02,0.386,-0.216
-5.994e-02,0.39,-0.21
-5.992e-02,0.394,-0.216
-5.990e-02,0.392,-0.214
-5.988e-02,0.394,-0.212
-5.986e-02,0.386,-0.212
-5.984e-02,0.392,-0.216
-5.982e-02,0.39,-0.22
-5.980e-02,0.388,-0.21
-5.978e-02,0.39,-0.212
-5.976e-02,0.404,-0.21
-5.974e-02,0.392,-0.214
-5.972e-02,0.396,-0.22
-5.970e-02,0.392,-0.22
-5.968e-02,0.392,-0.214
-5.966e-02,0.392,-0.218
-5.964e-02,0.398,-0.214
-5.962e-02,0.396,-0.212
-5.960e-02,0.392,-0.214
-5.958e-02,0.394,-0.216
-5.956e-02,0.388,-0.212
-5.954e-02,0.39,-0.214
-5.952e-02,0.392,-0.212
-5.950e-02,0.384,-0.214
-5.948e-02,0.398,-0.218
-5.946e-02,0.394,-0.214
-5.944e-02,0.4,-0.208
-5.942e-02,0.396,-0.208
-5.940e-02,0.39,-0.21
-5.938e-02,0.392,-0.216
-5.936e-02,0.39,-0.216
-5.934e-02,0.39,-0.216
-5.932e-02,0.394,-0.212
-5.930e-02,0.39,-0.22
-5.928e-02,0.392,-0.21
-5.926e-02,0.388,-0.212
-5.924e-02,0.394,-0.218
-5.922e-02,0.386,-0.212
-5.920e-02,0.386,-0.218
-5.918e-02,0.388,-0.218
-5.916e-02,0.394,-0.21
-5.914e-02,0.386,-0.22
-5.912e-02,0.388,-0.212
-5.910e-02,0.396,-0.214
-5.908e-02,0.39,-0.216
-5.906e-02,0.39,-0.212
-5.904e-02,0.392,-0.212
-5.902e-02,0.39,-0.218
-5.900e-02,0.386,-0.212
-5.898e-02,0.39,-0.212
-5.896e-02,0.388,-0.21
-5.894e-02,0.394,-0.208
-5.892e-02,0.39,-0.218
-5.890e-02,0.384,-0.216
-5.888e-02,0.388,-0.214
-5.886e-02,0.39,-0.214
-5.884e-02,0.386,-0.21
-5.882e-02,0.388,-0.212
-5.880e-02,0.39,-0.208
-5.878e-02,0.39,-0.214
-5.876e-02,0.392,-0.214
-5.874e-02,0.394,-0.214
-5.872e-02,0.388,-0.208
-5.870e-02,0.396,-0.208
-5.868e-02,0.39,-0.206
-5.866e-02,0.39,-0.214
-5.864e-02,0.39,-0.208
-5.862e-02,0.392,-0.202
-5.860e-02,0.388,-0.21
-5.858e-02,0.388,-0.208
-5.856e-02,0.388,-0.206
-5.854e-02,0.384,-0.21
-5.852e-02,0.394,-0.216
-5.850e-02,0.388,-0.21
-5.848e-02,0.392,-0.212
-5.846e-02,0.394,-0.204
-5.844e-02,0.394,-0.21
-5.842e-02,0.394,-0.216
-5.840e-02,0.39,-0.21
-5.838e-02,0.394,-0.204
-5.836e-02,0.39,-0.208
-5.834e-02,0.392,-0.208
-5.832e-02,0.386,-0.21
-5.830e-02,0.388,-0.21
-5.828e-02,0.394,-0.212
-5.826e-02,0.388,-0.21
-5.824e-02,0.396,-0.21
-5.822e-02,0.39,-0.21
-5.820e-02,0.388,-0.216
-5.818e-02,0.396,-0.2
-5.816e-02,0.388,-0.208
-5.814e-02,0.392,-0.206
-5.812e-02,0.39,-0.21
-5.810e-02,0.396,-0.208
-5.808e-02,0.398,-0.208
-5.806e-02,0.39,-0.21
-5.804e-02,0.394,-0.214
-5.802e-02,0.392,-0.216
-5.800e-02,0.392,-0.212
-5.798e-02,0.394,-0.204
-5.796e-02,0.39,-0.206
-5.794e-02,0.396,-0.208
-5.792e-02,0.392,-0.208
-5.790e-02,0.392,-0.204
-5.788e-02,0.392,-0.202
-5.786e-02,0.396,-0.2
-5.784e-02,0.392,-0.2
-5.782e-02,0.388,-0.212
-5.780e-02,0.396,-0.206
-5.778e-02,0.398,-0.21
-5.776e-02,0.394,-0.208
-5.774e-02,0.394,-0.21
-5.772e-02,0.39,-0.21
-5.770e-02,0.39,-0.208
-5.768e-02,0.398,-0.204
-5.766e-02,0.392,-0.208
-5.764e-02,0.388,-0.2
-5.762e-02,0.392,-0.21
-5.760e-02,0.39,-0.208
-5.758e-02,0.394,-0.204
-5.756e-02,0.388,-0.206
-5.754e-02,0.396,-0.196
-5.752e-02,0.39,-0.202
-5.750e-02,0.388,-0.208
-5.748e-02,0.398,-0.198
-5.746e-02,0.394,-0.21
-5.744e-02,0.392,-0.204
-5.742e-02,0.392,-0.2
-5.740e-02,0.394,-0.206
-5.738e-02,0.392,-0.208
-5.736e-02,0.39,-0.206
-5.734e-02,0.39,-0.196
-5.732e-02,0.39,-0.202
-5.730e-02,0.39,-0.204
-5.728e-02,0.388,-0.202
-5.726e-02,0.392,-0.198
-5.724e-02,0.39,-0.202
-5.722e-02,0.388,-0.204
-5.720e-02,0.394,-0.198
-5.718e-02,0.398,-0.208
-5.716e-02,0.4,-0.21
-5.714e-02,0.386,-0.202
-5.712e-02,0.396,-0.202
-5.710e-02,0.396,-0.196
-5.708e-02,0.394,-0.208
-5.706e-02,0.386,-0.202
-5.704e-02,0.388,-0.202
-5.702e-02,0.392,-0.204
-5.700e-02,0.392,-0.202
-5.698e-02,0.394,-0.198
-5.696e-02,0.398,-0.204
-5.694e-02,0.39,-0.204
-5.692e-02,0.39,-0.2
-5.690e-02,0.39,-0.198
-5.688e-02,0.392,-0.202
-5.686e-02,0.394,-0.202
-5.684e-02,0.396,-0.204
-5.682e-02,0.39,-0.2
-5.680e-02,0.388,-0.2
-5.678e-02,0.396,-0.198
-5.676e-02,0.394,-0.202
-5.674e-02,0.396,-0.198
-5.672e-02,0.39,-0.2
-5.670e-02,0.388,-0.2
-5.668e-02,0.382,-0.204
-5.666e-02,0.39,-0.202
-5.664e-02,0.4,-0.196
-5.662e-02,0.394,-0.198
-5.660e-02,0.394,-0.2
-5.658e-02,0.394,-0.198
-5.656e-02,0.39,-0.202
-5.654e-02,0.396,-0.198
-5.652e-02,0.394,-0.198
-5.650e-02,0.392,-0.196
-5.648e-02,0.39,-0.198
-5.646e-02,0.39,-0.194
-5.644e-02,0.39,-0.2
-5.642e-02,0.398,-0.202
-5.640e-02,0.392,-0.192
-5.638e-02,0.386,-0.206
-5.636e-02,0.392,-0.2
