"4395A REV1.12"
"DATE:     20 1992"



"CHANNEL: 1"
"MEASURE TYPE: A/R"
"FORMAT TYPE: LOG MAG"
"NUMBER of POINTS: 201"
"SWEEP TIME:  96.48 ms"
"SWEEP TYPE: LIN FREQ"
"SOURCE POWER: -2.5 dBm"
"IF BANDWIDTH:  30 kHz"

"Frequency"	"Data Trace Real"	"Data Trace Imag"	"Memory Trace Real"	"Memory Trace Imag"
1.000000000000E+06	-1.583467E+01	0.000000E+00	0.000000E+00	0.000000E+00
1.745000000000E+06	-1.124388E+01	0.000000E+00	0.000000E+00	0.000000E+00
2.490000000000E+06	-9.749078E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.235000000000E+06	-8.911640E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.980000000000E+06	-8.366836E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.725000000000E+06	-8.007130E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.470000000000E+06	-7.743399E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.215000000000E+06	-7.542579E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.960000000000E+06	-7.403656E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.705000000000E+06	-7.282434E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.450000000000E+06	-7.184997E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.195000000000E+06	-7.134519E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.940000000000E+06	-7.070266E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.068500000000E+07	-7.018321E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.143000000000E+07	-6.980788E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.217500000000E+07	-6.882784E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.292000000000E+07	-6.858775E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.366500000000E+07	-6.845595E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.441000000000E+07	-6.787438E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.515500000000E+07	-6.779695E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.590000000000E+07	-6.735593E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.664500000000E+07	-6.735188E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.739000000000E+07	-6.672991E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.813500000000E+07	-6.649062E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.888000000000E+07	-6.635623E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.962500000000E+07	-6.605578E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.037000000000E+07	-6.585354E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.111500000000E+07	-6.547125E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.186000000000E+07	-6.515905E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.260500000000E+07	-6.468391E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.335000000000E+07	-6.448884E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.409500000000E+07	-6.441624E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.484000000000E+07	-6.388185E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.558500000000E+07	-6.368796E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.633000000000E+07	-6.340001E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.707500000000E+07	-6.314079E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.782000000000E+07	-6.308088E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.856500000000E+07	-6.267269E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.931000000000E+07	-6.209303E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.005500000000E+07	-6.188966E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.080000000000E+07	-6.167499E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.154500000000E+07	-6.135653E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.229000000000E+07	-6.057168E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.303500000000E+07	-6.068009E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.378000000000E+07	-6.056370E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.452500000000E+07	-6.007438E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.527000000000E+07	-5.956823E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.601500000000E+07	-5.928070E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.676000000000E+07	-5.867790E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.750500000000E+07	-5.852611E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.825000000000E+07	-5.778507E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.899500000000E+07	-5.750412E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.974000000000E+07	-5.732733E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.048500000000E+07	-5.667340E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.123000000000E+07	-5.646452E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.197500000000E+07	-5.581285E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.272000000000E+07	-5.566293E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.346500000000E+07	-5.524189E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.421000000000E+07	-5.481669E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.495500000000E+07	-5.428328E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.570000000000E+07	-5.375678E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.644500000000E+07	-5.346484E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.719000000000E+07	-5.297206E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.793500000000E+07	-5.255610E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.868000000000E+07	-5.193412E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.942500000000E+07	-5.154439E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.017000000000E+07	-5.118918E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.091500000000E+07	-5.061536E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.166000000000E+07	-4.995507E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.240500000000E+07	-4.967770E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.315000000000E+07	-4.923116E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.389500000000E+07	-4.869558E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.464000000000E+07	-4.810304E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.538500000000E+07	-4.806078E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.613000000000E+07	-4.736265E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.687500000000E+07	-4.718656E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.762000000000E+07	-4.668407E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.836500000000E+07	-4.617436E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.911000000000E+07	-4.594343E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.985500000000E+07	-4.537185E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.060000000000E+07	-4.499133E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.134500000000E+07	-4.444855E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.209000000000E+07	-4.417437E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.283500000000E+07	-4.350879E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.358000000000E+07	-4.353929E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.432500000000E+07	-4.293564E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.507000000000E+07	-4.262101E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.581500000000E+07	-4.254521E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.656000000000E+07	-4.233326E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.730500000000E+07	-4.228998E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.805000000000E+07	-4.191206E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.879500000000E+07	-4.168085E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.954000000000E+07	-4.194465E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.028500000000E+07	-4.141639E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.103000000000E+07	-4.104901E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.177500000000E+07	-4.084039E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.252000000000E+07	-4.075940E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.326500000000E+07	-4.083505E+00	0.000000E+00	0.000000E+00	0.000000E+00
