Record Length,2.500000e+03,,  -0.000000025000,   0.13600,
Sample Interval,2.000000e-11,,  -0.000000024980,   0.13600,
Trigger Point,1.250000000000e+03,,  -0.000000024960,   0.13600,
,,,  -0.000000024940,   0.13600,
,,,  -0.000000024920,   0.12800,
,,,  -0.000000024900,   0.12800,
Source,CH1,,  -0.000000024880,   0.12800,
Vertical Units,V,,  -0.000000024860,   0.12000,
Vertical Scale,2.000000e-01,,  -0.000000024840,   0.12000,
Vertical Offset,0.000000e+00,,  -0.000000024820,   0.12000,
Horizontal Units,s,,  -0.000000024800,   0.12000,
Horizontal Scale,5.000000e-09,,  -0.000000024780,   0.11200,
Pt Fmt,Y,,  -0.000000024760,   0.11200,
Yzero,0.000000e+00,,  -0.000000024740,   0.11200,
Probe Atten,1.000000e+00,,  -0.000000024720,   0.10400,
Model Number,TBS1154,,  -0.000000024700,   0.10400,
Serial Number,C020573,,  -0.000000024680,   0.10400,
Firmware Version,FV:v26.05,,  -0.000000024660,   0.09600,
,,,-00.000000024640,   0.09600,
,,,-00.000000024620,   0.09600,
,,,-00.000000024600,   0.08800,
,,,-00.000000024580,   0.08800,
,,,-00.000000024560,   0.08800,
,,,-00.000000024540,   0.08000,
,,,-00.000000024520,   0.08000,
,,,-00.000000024500,   0.08000,
,,,-00.000000024480,   0.07200,
,,,-00.000000024460,   0.07200,
,,,-00.000000024440,   0.06400,
,,,-00.000000024420,   0.06400,
,,,-00.000000024400,   0.06400,
,,,-00.000000024380,   0.05600,
,,,-00.000000024360,   0.05600,
,,,-00.000000024340,   0.05600,
,,,-00.000000024320,   0.04800,
,,,-00.000000024300,   0.04800,
,,,-00.000000024280,   0.04000,
,,,-00.000000024260,   0.04000,
,,,-00.000000024240,   0.04000,
,,,-00.000000024220,   0.03200,
,,,-00.000000024200,   0.03200,
,,,-00.000000024180,   0.02400,
,,,-00.000000024160,   0.02400,
,,,-00.000000024140,   0.02400,
,,,-00.000000024120,   0.01600,
,,,-00.000000024100,   0.01600,
