"4395A REV1.12"
"DATE:     20 1992"



"CHANNEL: 1"
"MEASURE TYPE: A/R"
"FORMAT TYPE: LOG MAG"
"NUMBER of POINTS: 201"
"SWEEP TIME:  96.48 ms"
"SWEEP TYPE: LIN FREQ"
"SOURCE POWER: -8 dBm"
"IF BANDWIDTH:  30 kHz"

"Frequency"	"Data Trace Real"	"Data Trace Imag"	"Memory Trace Real"	"Memory Trace Imag"
1.000000000000E+03	2.176689E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.509950000000E+05	-1.614089E+01	0.000000E+00	0.000000E+00	0.000000E+00
1.500990000000E+06	-1.207266E+01	0.000000E+00	0.000000E+00	0.000000E+00
2.250985000000E+06	-1.013556E+01	0.000000E+00	0.000000E+00	0.000000E+00
3.000980000000E+06	-9.134187E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.750975000000E+06	-8.524153E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.500970000000E+06	-8.092927E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.250965000000E+06	-7.811632E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.000960000000E+06	-7.604442E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.750955000000E+06	-7.422826E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.500950000000E+06	-7.321560E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.250945000000E+06	-7.214877E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.000940000000E+06	-7.162901E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.750935000000E+06	-7.076070E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.050093000000E+07	-7.024585E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.125092500000E+07	-6.958313E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.200092000000E+07	-6.912396E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.275091500000E+07	-6.885840E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.350091000000E+07	-6.854978E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.425090500000E+07	-6.825697E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.500090000000E+07	-6.816516E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.575089500000E+07	-6.760592E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.650089000000E+07	-6.760009E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.725088500000E+07	-6.711386E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.800088000000E+07	-6.689820E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.875087500000E+07	-6.664563E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.950087000000E+07	-6.638079E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.025086500000E+07	-6.582200E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.100086000000E+07	-6.580857E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.175085500000E+07	-6.540976E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.250085000000E+07	-6.518278E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.325084500000E+07	-6.493164E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.400084000000E+07	-6.476354E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.475083500000E+07	-6.432810E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.550083000000E+07	-6.425947E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.625082500000E+07	-6.387001E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.700082000000E+07	-6.361656E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.775081500000E+07	-6.325907E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.850081000000E+07	-6.306575E+00	0.000000E+00	0.000000E+00	0.000000E+00
2.925080500000E+07	-6.256912E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.000080000000E+07	-6.245174E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.075079500000E+07	-6.201052E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.150079000000E+07	-6.171444E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.225078500000E+07	-6.171048E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.300078000000E+07	-6.123633E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.375077500000E+07	-6.082480E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.450077000000E+07	-6.070988E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.525076500000E+07	-6.040318E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.600076000000E+07	-6.022101E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.675075500000E+07	-5.964244E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.750075000000E+07	-5.943092E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.825074500000E+07	-5.898018E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.900074000000E+07	-5.830138E+00	0.000000E+00	0.000000E+00	0.000000E+00
3.975073500000E+07	-5.811604E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.050073000000E+07	-5.777964E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.125072500000E+07	-5.739245E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.200072000000E+07	-5.707833E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.275071500000E+07	-5.668642E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.350071000000E+07	-5.614304E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.425070500000E+07	-5.596231E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.500070000000E+07	-5.543173E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.575069500000E+07	-5.503642E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.650069000000E+07	-5.473337E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.725068500000E+07	-5.407899E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.800068000000E+07	-5.385079E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.875067500000E+07	-5.354550E+00	0.000000E+00	0.000000E+00	0.000000E+00
4.950067000000E+07	-5.305116E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.025066500000E+07	-5.257397E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.100066000000E+07	-5.200694E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.175065500000E+07	-5.164376E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.250065000000E+07	-5.111375E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.325064500000E+07	-5.101827E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.400064000000E+07	-5.045936E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.475063500000E+07	-4.992446E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.550063000000E+07	-4.952245E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.625062500000E+07	-4.935270E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.700062000000E+07	-4.915114E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.775061500000E+07	-4.858314E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.850061000000E+07	-4.846297E+00	0.000000E+00	0.000000E+00	0.000000E+00
5.925060500000E+07	-4.821085E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.000060000000E+07	-4.781164E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.075059500000E+07	-4.746335E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.150059000000E+07	-4.712376E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.225058500000E+07	-4.675597E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.300058000000E+07	-4.649645E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.375057500000E+07	-4.633193E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.450057000000E+07	-4.604864E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.525056500000E+07	-4.565087E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.600056000000E+07	-4.547569E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.675055500000E+07	-4.527182E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.750055000000E+07	-4.502057E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.825054500000E+07	-4.479164E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.900054000000E+07	-4.470149E+00	0.000000E+00	0.000000E+00	0.000000E+00
6.975053500000E+07	-4.444883E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.050053000000E+07	-4.430355E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.125052500000E+07	-4.423689E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.200052000000E+07	-4.400374E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.275051500000E+07	-4.376939E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.350051000000E+07	-4.358109E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.425050500000E+07	-4.349777E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.500050000000E+07	-4.334363E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.575049500000E+07	-4.319650E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.650049000000E+07	-4.304392E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.725048500000E+07	-4.296978E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.800048000000E+07	-4.283523E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.875047500000E+07	-4.276503E+00	0.000000E+00	0.000000E+00	0.000000E+00
7.950047000000E+07	-4.276568E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.025046500000E+07	-4.277939E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.100046000000E+07	-4.267052E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.175045500000E+07	-4.266354E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.250045000000E+07	-4.264962E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.325044500000E+07	-4.259203E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.400044000000E+07	-4.255566E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.475043500000E+07	-4.251720E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.550043000000E+07	-4.244706E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.625042500000E+07	-4.248878E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.700042000000E+07	-4.253170E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.775041500000E+07	-4.260645E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.850041000000E+07	-4.257944E+00	0.000000E+00	0.000000E+00	0.000000E+00
8.925040500000E+07	-4.267275E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.000040000000E+07	-4.267038E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.075039500000E+07	-4.282100E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.150039000000E+07	-4.279681E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.225038500000E+07	-4.276116E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.300038000000E+07	-4.290141E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.375037500000E+07	-4.292574E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.450037000000E+07	-4.298031E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.525036500000E+07	-4.302606E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.600036000000E+07	-4.306504E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.675035500000E+07	-4.296803E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.750035000000E+07	-4.296387E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.825034500000E+07	-4.293648E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.900034000000E+07	-4.284997E+00	0.000000E+00	0.000000E+00	0.000000E+00
9.975033500000E+07	-4.276343E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.005003300000E+08	-4.274310E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.012503250000E+08	-4.272993E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.020003200000E+08	-4.283709E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.027503150000E+08	-4.279430E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.035003100000E+08	-4.278203E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.042503050000E+08	-4.281851E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.050003000000E+08	-4.288042E+00	0.000000E+00	0.000000E+00	0.000000E+00
1.057502950000E+08	-4.290072E+00	0.000000E+00	0.000000E+00	0.000000E+00
